unix,date,symbol,open,high,low,close,Volume ZEC,Volume USDT,tradecount
1656633600000,2022-07-01 00:00:00,ZEC/USDT,54.60000000,56.70000000,52.00000000,53.50000000,106109.30600000,5714440.60060000,20002
1656547200000,2022-06-30 00:00:00,ZEC/USDT,57.60000000,58.20000000,51.80000000,54.50000000,142355.30500000,7627840.03670000,23493
1656460800000,2022-06-29 00:00:00,ZEC/USDT,58.90000000,61.20000000,56.90000000,57.60000000,113896.66700000,6690967.54530000,20692
1656374400000,2022-06-28 00:00:00,ZEC/USDT,62.30000000,63.40000000,58.40000000,58.90000000,71329.86000000,4369028.68010000,17301
1656288000000,2022-06-27 00:00:00,ZEC/USDT,63.80000000,67.30000000,61.80000000,62.30000000,83415.64000000,5367039.33960000,19243
1656201600000,2022-06-26 00:00:00,ZEC/USDT,68.20000000,70.70000000,63.50000000,63.70000000,88562.64100000,6021199.77980000,21146
1656115200000,2022-06-25 00:00:00,ZEC/USDT,69.20000000,70.90000000,64.30000000,68.20000000,73971.02900000,5025908.69500000,20062
1656028800000,2022-06-24 00:00:00,ZEC/USDT,65.60000000,71.00000000,64.20000000,69.10000000,160214.41000000,10705621.12240000,32305
1655942400000,2022-06-23 00:00:00,ZEC/USDT,63.30000000,66.20000000,62.40000000,65.70000000,146364.37000000,9396439.20180000,28070
1655856000000,2022-06-22 00:00:00,ZEC/USDT,65.80000000,67.20000000,62.40000000,63.10000000,94776.11800000,6116895.85430000,25560
1655769600000,2022-06-21 00:00:00,ZEC/USDT,65.00000000,70.30000000,63.90000000,65.80000000,114060.14400000,7688127.32860000,29721
1655683200000,2022-06-20 00:00:00,ZEC/USDT,67.60000000,68.80000000,63.20000000,65.10000000,121599.61300000,8063167.19630000,27297
1655596800000,2022-06-19 00:00:00,ZEC/USDT,59.30000000,69.00000000,56.60000000,67.50000000,161788.11300000,10099392.11310000,37291
1655510400000,2022-06-18 00:00:00,ZEC/USDT,62.60000000,63.60000000,53.20000000,59.50000000,181991.90400000,10508300.79842990,37021
1655424000000,2022-06-17 00:00:00,ZEC/USDT,59.00000000,64.80000000,58.20000000,62.70000000,134892.42300000,8395042.63830000,22803
1655337600000,2022-06-16 00:00:00,ZEC/USDT,68.50000000,70.20000000,57.90000000,59.00000000,138711.30400000,8831928.93150000,29418
1655251200000,2022-06-15 00:00:00,ZEC/USDT,64.00000000,69.00000000,57.30000000,68.40000000,238428.08800000,14904131.19300000,51101
1655164800000,2022-06-14 00:00:00,ZEC/USDT,65.70000000,67.70000000,60.00000000,64.10000000,253688.45200000,16189020.17107240,54880
1655078400000,2022-06-13 00:00:00,ZEC/USDT,79.10000000,80.70000000,62.90000000,65.70000000,297229.99214000,20496678.04321600,66759
1654992000000,2022-06-12 00:00:00,ZEC/USDT,79.70000000,84.80000000,73.90000000,79.10000000,173455.50900000,13711633.80950000,44747
1654905600000,2022-06-11 00:00:00,ZEC/USDT,86.30000000,88.40000000,77.20000000,79.60000000,132925.69700000,10920427.29860000,33416
1654819200000,2022-06-10 00:00:00,ZEC/USDT,91.30000000,93.10000000,85.80000000,86.40000000,81793.61600000,7279285.15880000,22050
1654732800000,2022-06-09 00:00:00,ZEC/USDT,92.70000000,94.00000000,90.60000000,91.20000000,71176.39600000,6582854.75420000,20379
1654646400000,2022-06-08 00:00:00,ZEC/USDT,92.90000000,94.40000000,89.40000000,92.60000000,100535.94900000,9200704.81130000,28292
1654560000000,2022-06-07 00:00:00,ZEC/USDT,93.90000000,95.30000000,88.10000000,92.90000000,116887.74200000,10706896.09340000,32678
1654473600000,2022-06-06 00:00:00,ZEC/USDT,89.40000000,95.50000000,89.10000000,93.90000000,86089.42700000,8033358.64620000,26421
1654387200000,2022-06-05 00:00:00,ZEC/USDT,89.70000000,90.70000000,88.70000000,89.40000000,34863.40900000,3119657.76220000,11366
1654300800000,2022-06-04 00:00:00,ZEC/USDT,89.50000000,90.40000000,87.40000000,89.60000000,50596.17300000,4508830.28660000,14907
1654214400000,2022-06-03 00:00:00,ZEC/USDT,91.30000000,91.70000000,85.60000000,89.40000000,73024.33200000,6491537.57100000,19982
1654128000000,2022-06-02 00:00:00,ZEC/USDT,89.50000000,92.10000000,88.00000000,91.30000000,89913.41000000,8059034.75760000,23260
1654041600000,2022-06-01 00:00:00,ZEC/USDT,93.30000000,96.40000000,87.50000000,89.50000000,172711.56300000,15940065.33150000,42029
1653955200000,2022-05-31 00:00:00,ZEC/USDT,98.70000000,100.20000000,91.00000000,93.30000000,206448.67000000,19398122.26180000,50351
1653868800000,2022-05-30 00:00:00,ZEC/USDT,92.30000000,99.70000000,89.80000000,98.80000000,153853.59200000,14702819.14260000,36838
1653782400000,2022-05-29 00:00:00,ZEC/USDT,86.70000000,92.40000000,84.30000000,92.40000000,92111.14400000,8045970.92150000,21039
1653696000000,2022-05-28 00:00:00,ZEC/USDT,86.10000000,88.90000000,85.00000000,86.70000000,97390.04800000,8471684.88240000,21633
1653609600000,2022-05-27 00:00:00,ZEC/USDT,87.40000000,89.40000000,82.30000000,86.10000000,215475.23100000,18471819.83960000,52185
1653523200000,2022-05-26 00:00:00,ZEC/USDT,95.70000000,97.40000000,82.10000000,87.50000000,353102.13600000,31069207.71450000,77169
1653436800000,2022-05-25 00:00:00,ZEC/USDT,100.20000000,102.50000000,94.80000000,95.60000000,122747.44600000,12042849.99560000,31046
1653350400000,2022-05-24 00:00:00,ZEC/USDT,99.40000000,101.80000000,92.00000000,100.20000000,223932.79600000,22026624.32250000,51761
1653264000000,2022-05-23 00:00:00,ZEC/USDT,106.70000000,112.30000000,97.40000000,99.30000000,214674.63200000,22740936.50370000,51004
1653177600000,2022-05-22 00:00:00,ZEC/USDT,104.60000000,110.50000000,102.00000000,106.80000000,120777.94300000,12855193.41620000,31256
1653091200000,2022-05-21 00:00:00,ZEC/USDT,107.10000000,107.90000000,101.40000000,104.50000000,118392.31600000,12318816.46280000,29947
1653004800000,2022-05-20 00:00:00,ZEC/USDT,104.70000000,111.60000000,101.00000000,107.30000000,236492.46500000,25110638.20600000,56734
1652918400000,2022-05-19 00:00:00,ZEC/USDT,99.70000000,109.50000000,94.10000000,104.70000000,212332.03000000,21597874.88070000,56100
1652832000000,2022-05-18 00:00:00,ZEC/USDT,114.60000000,116.20000000,98.90000000,99.70000000,203729.47300000,21862279.60570000,54393
1652745600000,2022-05-17 00:00:00,ZEC/USDT,102.90000000,116.60000000,99.70000000,114.70000000,152765.43800000,16310666.30160000,49177
1652659200000,2022-05-16 00:00:00,ZEC/USDT,112.30000000,112.40000000,101.40000000,102.80000000,181523.75400000,19129189.99390000,54449
1652572800000,2022-05-15 00:00:00,ZEC/USDT,105.60000000,114.20000000,102.50000000,112.40000000,176986.30600000,18922102.43270000,54914
1652486400000,2022-05-14 00:00:00,ZEC/USDT,93.90000000,107.60000000,87.00000000,105.60000000,323152.68000000,31201901.33400000,81970
1652400000000,2022-05-13 00:00:00,ZEC/USDT,86.60000000,100.00000000,85.70000000,93.90000000,263075.61900000,25032978.42120000,84566
1652313600000,2022-05-12 00:00:00,ZEC/USDT,83.30000000,89.60000000,69.50000000,86.70000000,481541.91323000,37415275.46345900,116362
1652227200000,2022-05-11 00:00:00,ZEC/USDT,93.00000000,96.90000000,75.30000000,83.40000000,464273.36744000,40369120.04383080,120879
1652140800000,2022-05-10 00:00:00,ZEC/USDT,92.60000000,105.00000000,88.00000000,93.00000000,307489.02300000,29841250.12670000,100542
1652054400000,2022-05-09 00:00:00,ZEC/USDT,114.20000000,116.90000000,92.10000000,92.80000000,324783.94500000,33439750.48520000,104335
1651968000000,2022-05-08 00:00:00,ZEC/USDT,112.70000000,116.50000000,108.90000000,114.10000000,132240.58100000,14904659.59100000,44988
1651881600000,2022-05-07 00:00:00,ZEC/USDT,123.70000000,124.50000000,110.00000000,112.70000000,141990.19000000,16699444.21900000,45539
1651795200000,2022-05-06 00:00:00,ZEC/USDT,125.50000000,128.70000000,119.70000000,123.80000000,154466.11300000,19120800.39930000,61533
1651708800000,2022-05-05 00:00:00,ZEC/USDT,134.40000000,139.90000000,119.00000000,125.50000000,178517.86400000,23009184.71970000,70507
1651622400000,2022-05-04 00:00:00,ZEC/USDT,119.80000000,142.00000000,118.90000000,134.40000000,136656.45800000,17300373.36180000,50730
1651536000000,2022-05-03 00:00:00,ZEC/USDT,124.80000000,127.50000000,117.50000000,119.80000000,96669.99900000,11823371.79740000,36067
1651449600000,2022-05-02 00:00:00,ZEC/USDT,124.10000000,125.80000000,115.70000000,124.80000000,131412.29800000,15853245.20000000,44010
1651363200000,2022-05-01 00:00:00,ZEC/USDT,113.90000000,126.10000000,111.10000000,124.20000000,142580.10400000,16904286.88050000,51212
1651276800000,2022-04-30 00:00:00,ZEC/USDT,128.30000000,133.70000000,108.50000000,113.80000000,186872.59300000,23329712.95830000,65281
1651190400000,2022-04-29 00:00:00,ZEC/USDT,146.90000000,147.80000000,125.70000000,128.30000000,191736.40500000,26079534.51200000,71588
1651104000000,2022-04-28 00:00:00,ZEC/USDT,149.30000000,152.20000000,144.90000000,146.90000000,130031.76200000,19318284.81140000,52611
1651017600000,2022-04-27 00:00:00,ZEC/USDT,146.00000000,151.60000000,143.30000000,149.30000000,135302.31000000,20009011.43590000,58543
1650931200000,2022-04-26 00:00:00,ZEC/USDT,166.00000000,170.50000000,143.10000000,146.10000000,188229.81400000,29908767.98290000,86754
1650844800000,2022-04-25 00:00:00,ZEC/USDT,160.90000000,166.80000000,146.80000000,166.00000000,172683.28200000,26716737.36900000,77210
1650758400000,2022-04-24 00:00:00,ZEC/USDT,153.20000000,163.70000000,152.80000000,160.80000000,109167.08300000,17398351.47160000,57479
1650672000000,2022-04-23 00:00:00,ZEC/USDT,157.10000000,158.40000000,152.70000000,153.20000000,53280.76300000,8272069.86570000,25973
1650585600000,2022-04-22 00:00:00,ZEC/USDT,159.60000000,172.80000000,156.80000000,157.10000000,158474.70000000,26023013.73350000,77083
1650499200000,2022-04-21 00:00:00,ZEC/USDT,156.80000000,171.10000000,156.60000000,159.50000000,197556.15400000,32438184.69720000,103709
1650412800000,2022-04-20 00:00:00,ZEC/USDT,158.60000000,162.00000000,154.70000000,156.80000000,144711.07200000,22879018.58820000,68175
1650326400000,2022-04-19 00:00:00,ZEC/USDT,156.20000000,163.80000000,153.20000000,158.60000000,154781.53700000,24484725.95550000,71773
1650240000000,2022-04-18 00:00:00,ZEC/USDT,137.40000000,157.50000000,130.00000000,156.10000000,218130.80500000,31302032.06930000,94257
1650153600000,2022-04-17 00:00:00,ZEC/USDT,143.90000000,145.80000000,137.20000000,137.40000000,59829.57500000,8555016.39860000,24982
1650067200000,2022-04-16 00:00:00,ZEC/USDT,146.50000000,147.80000000,141.40000000,143.90000000,48244.78800000,6975177.98060000,21337
1649980800000,2022-04-15 00:00:00,ZEC/USDT,144.20000000,149.90000000,143.70000000,146.60000000,73899.34600000,10822517.56930000,36770
1649894400000,2022-04-14 00:00:00,ZEC/USDT,152.70000000,155.80000000,141.50000000,144.20000000,81422.70400000,12166443.00120000,39220
1649808000000,2022-04-13 00:00:00,ZEC/USDT,147.40000000,152.90000000,144.20000000,152.70000000,92495.74900000,13667703.12280000,37181
1649721600000,2022-04-12 00:00:00,ZEC/USDT,142.70000000,149.90000000,141.30000000,147.40000000,120194.93300000,17481336.31160000,50874
1649635200000,2022-04-11 00:00:00,ZEC/USDT,161.10000000,163.70000000,141.70000000,142.80000000,187289.78600000,28644822.12010000,73707
1649548800000,2022-04-10 00:00:00,ZEC/USDT,169.20000000,170.00000000,160.10000000,161.10000000,92920.82100000,15474435.15640000,40794
1649462400000,2022-04-09 00:00:00,ZEC/USDT,165.70000000,174.70000000,161.30000000,169.30000000,188172.44500000,31558225.35650000,84328
1649376000000,2022-04-08 00:00:00,ZEC/USDT,172.50000000,183.90000000,164.10000000,165.70000000,331404.47900000,57908769.54430000,159759
1649289600000,2022-04-07 00:00:00,ZEC/USDT,160.80000000,174.30000000,158.50000000,172.60000000,153534.76800000,25461306.78650000,82376
1649203200000,2022-04-06 00:00:00,ZEC/USDT,165.60000000,177.60000000,158.00000000,161.00000000,239900.52800000,40036554.77510000,139748
1649116800000,2022-04-05 00:00:00,ZEC/USDT,173.70000000,178.80000000,165.00000000,165.60000000,102318.48300000,17625063.73470000,62635
1649030400000,2022-04-04 00:00:00,ZEC/USDT,179.70000000,180.10000000,163.00000000,173.70000000,129987.16100000,22262302.76980000,70781
1648944000000,2022-04-03 00:00:00,ZEC/USDT,177.70000000,182.30000000,173.70000000,179.70000000,97165.58900000,17300221.57910000,61280
1648857600000,2022-04-02 00:00:00,ZEC/USDT,186.20000000,191.80000000,177.10000000,177.70000000,111452.72600000,20585748.32320000,77514
1648771200000,2022-04-01 00:00:00,ZEC/USDT,178.20000000,193.60000000,170.90000000,186.20000000,169655.53400000,30832631.67710000,114040
1648684800000,2022-03-31 00:00:00,ZEC/USDT,192.00000000,196.20000000,176.20000000,178.20000000,144361.10600000,26830214.27140000,88775
1648598400000,2022-03-30 00:00:00,ZEC/USDT,196.20000000,199.00000000,186.40000000,191.90000000,113766.03000000,21833713.08530000,78644
1648512000000,2022-03-29 00:00:00,ZEC/USDT,192.30000000,199.80000000,188.90000000,196.30000000,119109.89000000,23256656.21160000,83611
1648425600000,2022-03-28 00:00:00,ZEC/USDT,210.30000000,211.60000000,190.00000000,192.20000000,151935.32900000,30755505.90640000,92408
1648339200000,2022-03-27 00:00:00,ZEC/USDT,204.70000000,210.80000000,195.60000000,210.30000000,136828.85300000,27616378.32540000,85849
1648252800000,2022-03-26 00:00:00,ZEC/USDT,195.10000000,216.60000000,195.00000000,204.80000000,218136.73500000,44779568.22180000,122014
1648166400000,2022-03-25 00:00:00,ZEC/USDT,192.90000000,200.60000000,188.40000000,195.10000000,179382.73500000,35047232.97510000,89040
1648080000000,2022-03-24 00:00:00,ZEC/USDT,182.10000000,196.90000000,177.30000000,192.80000000,176239.85400000,32913678.06820000,94973
1647993600000,2022-03-23 00:00:00,ZEC/USDT,174.40000000,188.00000000,171.20000000,181.90000000,144600.38900000,25823138.34790000,82115
1647907200000,2022-03-22 00:00:00,ZEC/USDT,181.50000000,183.90000000,172.90000000,174.40000000,136797.54800000,24468781.93660000,61199
1647820800000,2022-03-21 00:00:00,ZEC/USDT,173.80000000,184.80000000,155.50000000,181.50000000,299108.63600000,51919891.43380000,126167
1647734400000,2022-03-20 00:00:00,ZEC/USDT,179.90000000,181.30000000,169.30000000,173.80000000,168115.76200000,29450984.39780000,74290
1647648000000,2022-03-19 00:00:00,ZEC/USDT,171.90000000,183.00000000,167.10000000,179.90000000,338970.86500000,59451648.55820000,152579
1647561600000,2022-03-18 00:00:00,ZEC/USDT,152.50000000,172.50000000,147.30000000,171.90000000,311958.97400000,49515515.29090000,146341
1647475200000,2022-03-17 00:00:00,ZEC/USDT,153.90000000,166.80000000,148.20000000,152.50000000,336143.71100000,52592346.17220000,125986
1647388800000,2022-03-16 00:00:00,ZEC/USDT,136.30000000,154.00000000,135.50000000,154.00000000,298548.43600000,43010047.74450000,102348
1647302400000,2022-03-15 00:00:00,ZEC/USDT,149.50000000,150.00000000,135.40000000,136.30000000,279332.91400000,39384757.16480000,92171
1647216000000,2022-03-14 00:00:00,ZEC/USDT,154.90000000,156.40000000,142.90000000,149.50000000,313282.24800000,47295177.88500000,98679
1647129600000,2022-03-13 00:00:00,ZEC/USDT,151.70000000,158.70000000,144.70000000,154.80000000,298228.40100000,45386359.79620000,98162
1647043200000,2022-03-12 00:00:00,ZEC/USDT,153.40000000,159.80000000,143.60000000,151.70000000,280789.83600000,42378162.65670000,94759
1646956800000,2022-03-11 00:00:00,ZEC/USDT,157.30000000,158.80000000,145.90000000,153.40000000,522704.41400000,79942619.43530000,168391
1646870400000,2022-03-10 00:00:00,ZEC/USDT,141.50000000,160.70000000,130.40000000,157.20000000,777372.93400000,109810748.11430000,271134
1646784000000,2022-03-09 00:00:00,ZEC/USDT,138.50000000,146.70000000,135.80000000,141.50000000,585209.48400000,82071548.58460000,185433
1646697600000,2022-03-08 00:00:00,ZEC/USDT,109.50000000,141.20000000,108.90000000,138.50000000,628521.44300000,78241915.34680000,183423
1646611200000,2022-03-07 00:00:00,ZEC/USDT,107.30000000,113.80000000,103.70000000,109.60000000,236114.35400000,25418129.74410000,55000
1646524800000,2022-03-06 00:00:00,ZEC/USDT,116.30000000,119.60000000,107.10000000,107.40000000,185394.70900000,20990787.51300000,52305
1646438400000,2022-03-05 00:00:00,ZEC/USDT,116.90000000,119.20000000,112.40000000,116.40000000,98684.26700000,11351472.53740000,36840
1646352000000,2022-03-04 00:00:00,ZEC/USDT,129.10000000,129.50000000,115.90000000,117.00000000,206536.85100000,25509849.53370000,73201
1646265600000,2022-03-03 00:00:00,ZEC/USDT,125.90000000,131.00000000,121.10000000,129.10000000,181105.62900000,22767850.44080000,68123
1646179200000,2022-03-02 00:00:00,ZEC/USDT,119.00000000,129.00000000,115.00000000,125.80000000,212519.14900000,25855522.89990000,75338
1646092800000,2022-03-01 00:00:00,ZEC/USDT,118.70000000,121.60000000,115.20000000,119.00000000,157743.44400000,18597293.49040000,53332
1646006400000,2022-02-28 00:00:00,ZEC/USDT,102.50000000,119.40000000,100.10000000,118.70000000,192550.08500000,21019686.48710000,62383
1645920000000,2022-02-27 00:00:00,ZEC/USDT,107.90000000,110.60000000,99.00000000,102.60000000,178214.26800000,18817026.29470000,52886
1645833600000,2022-02-26 00:00:00,ZEC/USDT,106.90000000,110.60000000,105.40000000,107.80000000,125407.36700000,13591198.28150000,45273
1645747200000,2022-02-25 00:00:00,ZEC/USDT,102.60000000,109.90000000,98.40000000,106.80000000,255764.02800000,26591837.07210000,74209
1645660800000,2022-02-24 00:00:00,ZEC/USDT,97.40000000,105.20000000,84.70000000,102.60000000,324634.61000000,30098858.97850000,96960
1645574400000,2022-02-23 00:00:00,ZEC/USDT,103.00000000,106.20000000,97.00000000,97.40000000,158637.12400000,16267550.02830000,47152
1645488000000,2022-02-22 00:00:00,ZEC/USDT,100.30000000,103.30000000,94.80000000,103.00000000,270356.77900000,26590086.14200000,71425
1645401600000,2022-02-21 00:00:00,ZEC/USDT,107.90000000,115.20000000,99.70000000,100.30000000,309826.97800000,33691101.76180000,90739
1645315200000,2022-02-20 00:00:00,ZEC/USDT,112.10000000,112.30000000,103.60000000,107.90000000,176686.91600000,18921065.40410000,52698
1645228800000,2022-02-19 00:00:00,ZEC/USDT,109.10000000,116.00000000,106.90000000,112.10000000,194355.49500000,21646988.95330000,55729
1645142400000,2022-02-18 00:00:00,ZEC/USDT,113.50000000,118.00000000,107.70000000,109.00000000,180882.82600000,20394910.61510000,59979
1645056000000,2022-02-17 00:00:00,ZEC/USDT,125.40000000,127.40000000,111.70000000,113.60000000,250427.41300000,30194443.59480000,78121
1644969600000,2022-02-16 00:00:00,ZEC/USDT,125.90000000,126.60000000,119.60000000,125.30000000,152359.86200000,18722616.61470000,60301
1644883200000,2022-02-15 00:00:00,ZEC/USDT,120.50000000,130.00000000,120.10000000,125.90000000,178139.07100000,22494482.27550000,70893
1644796800000,2022-02-14 00:00:00,ZEC/USDT,117.00000000,122.10000000,112.50000000,120.50000000,170036.98800000,19937573.06660000,62995
1644710400000,2022-02-13 00:00:00,ZEC/USDT,117.90000000,118.70000000,114.90000000,117.00000000,108579.65400000,12700905.76820000,40803
1644624000000,2022-02-12 00:00:00,ZEC/USDT,116.50000000,123.50000000,113.30000000,117.80000000,193672.88900000,22914970.98000000,74477
1644537600000,2022-02-11 00:00:00,ZEC/USDT,124.80000000,131.00000000,115.00000000,116.50000000,305400.61200000,38154987.83640000,126050
1644451200000,2022-02-10 00:00:00,ZEC/USDT,125.80000000,129.00000000,119.80000000,124.80000000,273555.51500000,34301318.28610000,109398
1644364800000,2022-02-09 00:00:00,ZEC/USDT,133.10000000,134.50000000,125.70000000,126.00000000,230596.09300000,29930818.70900000,88694
1644278400000,2022-02-08 00:00:00,ZEC/USDT,128.80000000,135.00000000,121.50000000,133.10000000,341338.43700000,43752234.57340000,131717
1644192000000,2022-02-07 00:00:00,ZEC/USDT,124.40000000,130.80000000,121.20000000,128.80000000,250249.13500000,31653797.24600000,95152
1644105600000,2022-02-06 00:00:00,ZEC/USDT,115.90000000,126.10000000,115.90000000,124.30000000,235861.59700000,28985436.67630000,85893
1644019200000,2022-02-05 00:00:00,ZEC/USDT,107.10000000,122.90000000,106.10000000,116.00000000,295072.57700000,34119369.37710000,100352
1643932800000,2022-02-04 00:00:00,ZEC/USDT,100.80000000,107.60000000,99.50000000,107.10000000,164853.26900000,17000723.81970000,59933
1643846400000,2022-02-03 00:00:00,ZEC/USDT,98.30000000,102.30000000,94.90000000,100.90000000,214374.84700000,21080795.62320000,72746
1643760000000,2022-02-02 00:00:00,ZEC/USDT,98.90000000,103.80000000,97.40000000,98.30000000,211910.40400000,21292429.31860000,72794
1643673600000,2022-02-01 00:00:00,ZEC/USDT,94.50000000,99.70000000,94.00000000,98.90000000,107061.59700000,10337987.33260000,36023
1643587200000,2022-01-31 00:00:00,ZEC/USDT,93.00000000,94.90000000,88.20000000,94.50000000,118543.86200000,10866055.26860000,40732
1643500800000,2022-01-30 00:00:00,ZEC/USDT,96.20000000,98.00000000,91.40000000,93.10000000,121625.62100000,11571139.73010000,36958
1643414400000,2022-01-29 00:00:00,ZEC/USDT,91.20000000,97.10000000,90.60000000,96.30000000,169779.93200000,16053011.62640000,48026
1643328000000,2022-01-28 00:00:00,ZEC/USDT,88.80000000,91.80000000,86.20000000,91.20000000,180751.08600000,16077276.27620000,58402
1643241600000,2022-01-27 00:00:00,ZEC/USDT,89.80000000,90.60000000,82.50000000,88.70000000,272315.64100000,23716136.26780000,71952
1643155200000,2022-01-26 00:00:00,ZEC/USDT,90.40000000,100.30000000,86.40000000,89.80000000,368688.61600000,34185527.46130000,97673
1643068800000,2022-01-25 00:00:00,ZEC/USDT,94.40000000,96.60000000,88.90000000,90.30000000,261013.71200000,24107042.32950000,60391
1642982400000,2022-01-24 00:00:00,ZEC/USDT,97.40000000,97.90000000,81.40000000,94.40000000,407214.07575000,36015994.16547280,105435
1642896000000,2022-01-23 00:00:00,ZEC/USDT,94.50000000,98.10000000,90.70000000,97.50000000,242882.34400000,22921099.46820000,66520
1642809600000,2022-01-22 00:00:00,ZEC/USDT,102.20000000,104.50000000,82.80000000,94.60000000,583258.53642000,54315028.01535080,151876
1642723200000,2022-01-21 00:00:00,ZEC/USDT,118.80000000,120.50000000,100.20000000,102.30000000,403601.32300000,44862612.06010000,133684
1642636800000,2022-01-20 00:00:00,ZEC/USDT,125.80000000,131.90000000,118.70000000,118.80000000,197818.90100000,25148762.65990000,63863
1642550400000,2022-01-19 00:00:00,ZEC/USDT,131.70000000,132.30000000,125.60000000,125.90000000,168679.52100000,21809658.25840000,58972
1642464000000,2022-01-18 00:00:00,ZEC/USDT,138.80000000,140.70000000,128.50000000,131.80000000,204500.72200000,27257644.41800000,68687
1642377600000,2022-01-17 00:00:00,ZEC/USDT,141.20000000,143.00000000,134.60000000,138.90000000,139791.21700000,19425850.17020000,57030
1642291200000,2022-01-16 00:00:00,ZEC/USDT,144.40000000,145.90000000,140.20000000,141.20000000,71880.78300000,10239785.74840000,31821
1642204800000,2022-01-15 00:00:00,ZEC/USDT,142.50000000,146.70000000,141.00000000,144.40000000,120500.25800000,17314328.45110000,47023
1642118400000,2022-01-14 00:00:00,ZEC/USDT,143.20000000,144.90000000,136.70000000,142.40000000,201280.79300000,28462984.55020000,78042
1642032000000,2022-01-13 00:00:00,ZEC/USDT,144.40000000,149.90000000,140.50000000,143.30000000,229378.04200000,33301340.26540000,90877
1641945600000,2022-01-12 00:00:00,ZEC/USDT,141.30000000,147.80000000,140.70000000,144.50000000,184369.80200000,26522467.21100000,73073
1641859200000,2022-01-11 00:00:00,ZEC/USDT,141.30000000,145.60000000,137.80000000,141.30000000,250264.33100000,35443201.65830000,85423
1641772800000,2022-01-10 00:00:00,ZEC/USDT,144.20000000,148.90000000,136.30000000,141.30000000,478153.14400000,68199103.99150000,159481
1641686400000,2022-01-09 00:00:00,ZEC/USDT,143.50000000,147.00000000,133.30000000,144.10000000,447964.64000000,62540326.14010000,130563
1641600000000,2022-01-08 00:00:00,ZEC/USDT,139.60000000,156.10000000,136.00000000,143.60000000,497296.56600000,72871902.51190000,183590
1641513600000,2022-01-07 00:00:00,ZEC/USDT,137.30000000,143.50000000,130.60000000,139.60000000,446165.96400000,61374052.87890000,158921
1641427200000,2022-01-06 00:00:00,ZEC/USDT,136.90000000,138.80000000,129.70000000,137.40000000,280815.01800000,37861156.33500000,95452
1641340800000,2022-01-05 00:00:00,ZEC/USDT,147.30000000,151.30000000,127.50000000,136.80000000,250219.67500000,35544582.26080000,98837
1641254400000,2022-01-04 00:00:00,ZEC/USDT,150.50000000,156.20000000,147.20000000,147.30000000,172926.13800000,26121356.73980000,78887
