unix,date,symbol,open,high,low,close,Volume LTC,Volume USDT,tradecount
1656547200000,2022-06-30 00:00:00,LTC/USDT,53.68000000,54.00000000,50.15000000,53.84000000,505134.98800000,26122598.20536000,92537
1656460800000,2022-06-29 00:00:00,LTC/USDT,52.71000000,54.45000000,51.36000000,53.68000000,451898.81300000,23840747.42029000,82127
1656374400000,2022-06-28 00:00:00,LTC/USDT,55.89000000,57.00000000,52.57000000,52.68000000,428561.79800000,23479250.32321000,79733
1656288000000,2022-06-27 00:00:00,LTC/USDT,56.60000000,58.62000000,54.82000000,55.86000000,397024.69400000,22527859.72806000,70251
1656201600000,2022-06-26 00:00:00,LTC/USDT,58.89000000,60.50000000,56.60000000,56.61000000,518719.07700000,30465277.71815000,89424
1656115200000,2022-06-25 00:00:00,LTC/USDT,55.85000000,59.76000000,54.59000000,58.88000000,618227.01200000,35253057.17888000,98725
1656028800000,2022-06-24 00:00:00,LTC/USDT,55.72000000,57.34000000,54.40000000,55.84000000,730614.76400000,40862718.05002000,104529
1655942400000,2022-06-23 00:00:00,LTC/USDT,52.15000000,56.77000000,51.90000000,55.74000000,994973.17200000,54544530.38474000,137295
1655856000000,2022-06-22 00:00:00,LTC/USDT,53.53000000,53.55000000,50.41000000,52.13000000,927893.84600000,48138975.73304000,133598
1655769600000,2022-06-21 00:00:00,LTC/USDT,52.76000000,55.71000000,51.86000000,53.52000000,1381554.78500000,73862649.34498000,194509
1655683200000,2022-06-20 00:00:00,LTC/USDT,54.30000000,54.77000000,51.31000000,52.77000000,1979924.02100000,104013698.59808000,280734
1655596800000,2022-06-19 00:00:00,LTC/USDT,47.17000000,56.45000000,44.91000000,54.29000000,2451326.02000000,122958586.37944000,335312
1655510400000,2022-06-18 00:00:00,LTC/USDT,47.60000000,48.40000000,41.46000000,47.18000000,1913775.17100000,86791488.48097000,225479
1655424000000,2022-06-17 00:00:00,LTC/USDT,44.80000000,48.43000000,44.41000000,47.60000000,1207287.63200000,56300871.00346000,155707
1655337600000,2022-06-16 00:00:00,LTC/USDT,50.66000000,51.22000000,44.02000000,44.78000000,1636635.97600000,76714502.97653000,199624
1655251200000,2022-06-15 00:00:00,LTC/USDT,46.16000000,50.98000000,41.66000000,50.65000000,2010453.14000000,90706924.35179000,241857
1655164800000,2022-06-14 00:00:00,LTC/USDT,43.50000000,46.50000000,40.30000000,46.15000000,1538135.28500000,68389720.41595000,168405
1655078400000,2022-06-13 00:00:00,LTC/USDT,47.90000000,48.30000000,41.00000000,43.50000000,1585014.73295000,69492583.18504550,150859
1654992000000,2022-06-12 00:00:00,LTC/USDT,52.20000000,52.60000000,47.30000000,47.90000000,751665.40626000,37630273.76928170,72751
1654905600000,2022-06-11 00:00:00,LTC/USDT,56.60000000,57.80000000,51.60000000,52.20000000,588679.33839000,32101780.99117050,62307
1654819200000,2022-06-10 00:00:00,LTC/USDT,60.20000000,60.40000000,55.60000000,56.70000000,505271.34800000,29336776.34740000,57264
1654732800000,2022-06-09 00:00:00,LTC/USDT,61.40000000,62.40000000,59.20000000,60.30000000,295546.59400000,18052292.29950000,40960
1654646400000,2022-06-08 00:00:00,LTC/USDT,63.90000000,64.50000000,61.10000000,61.30000000,460948.57700000,28818270.39460000,52011
1654560000000,2022-06-07 00:00:00,LTC/USDT,64.50000000,65.50000000,60.10000000,63.80000000,493587.56400000,30891911.66560000,59052
1654473600000,2022-06-06 00:00:00,LTC/USDT,63.20000000,66.70000000,62.90000000,64.50000000,374528.28200000,24363636.72920000,44510
1654387200000,2022-06-05 00:00:00,LTC/USDT,63.80000000,63.90000000,61.70000000,63.20000000,194186.31300000,12227283.67430000,27729
1654300800000,2022-06-04 00:00:00,LTC/USDT,62.60000000,64.40000000,61.30000000,63.70000000,187841.04500000,11791410.55400000,28043
1654214400000,2022-06-03 00:00:00,LTC/USDT,64.40000000,64.90000000,61.40000000,62.60000000,281679.96600000,17678930.59950000,38236
1654128000000,2022-06-02 00:00:00,LTC/USDT,62.70000000,64.80000000,62.10000000,64.50000000,371742.76000000,23541582.25280000,44212
1654041600000,2022-06-01 00:00:00,LTC/USDT,68.40000000,70.60000000,61.70000000,62.70000000,634020.20300000,42132794.65820000,70322
1653955200000,2022-05-31 00:00:00,LTC/USDT,69.10000000,69.80000000,66.70000000,68.40000000,445048.54200000,30451799.94750000,53475
1653868800000,2022-05-30 00:00:00,LTC/USDT,63.70000000,69.80000000,63.20000000,69.10000000,612046.03900000,40865010.55710000,61473
1653782400000,2022-05-29 00:00:00,LTC/USDT,63.10000000,64.40000000,61.80000000,63.60000000,315852.35800000,19960282.93720000,34773
1653696000000,2022-05-28 00:00:00,LTC/USDT,61.60000000,64.00000000,61.30000000,63.00000000,336506.62200000,21113190.12410000,38679
1653609600000,2022-05-27 00:00:00,LTC/USDT,63.40000000,64.10000000,60.90000000,61.60000000,739704.08500000,46191185.56310000,80053
1653523200000,2022-05-26 00:00:00,LTC/USDT,68.20000000,68.90000000,60.40000000,63.50000000,730443.12800000,46950352.34730000,76407
1653436800000,2022-05-25 00:00:00,LTC/USDT,70.30000000,71.70000000,67.90000000,68.20000000,414049.81100000,28692099.77930000,50965
1653350400000,2022-05-24 00:00:00,LTC/USDT,69.00000000,70.80000000,67.00000000,70.20000000,492877.96200000,34106232.60750000,65839
1653264000000,2022-05-23 00:00:00,LTC/USDT,71.60000000,74.00000000,68.30000000,69.10000000,613835.76800000,43935236.71290000,78135
1653177600000,2022-05-22 00:00:00,LTC/USDT,69.80000000,72.60000000,69.40000000,71.70000000,290794.18500000,20705466.61390000,39400
1653091200000,2022-05-21 00:00:00,LTC/USDT,68.60000000,70.70000000,67.90000000,69.80000000,274675.04000000,19073308.26980000,37804
1653004800000,2022-05-20 00:00:00,LTC/USDT,72.10000000,73.50000000,66.70000000,68.60000000,755303.03800000,52665391.80790000,86663
1652918400000,2022-05-19 00:00:00,LTC/USDT,65.90000000,72.70000000,64.60000000,72.10000000,690029.82300000,47612565.54620000,89205
1652832000000,2022-05-18 00:00:00,LTC/USDT,73.10000000,74.40000000,65.70000000,66.00000000,701726.50100000,48778844.31570000,91515
1652745600000,2022-05-17 00:00:00,LTC/USDT,67.20000000,73.90000000,67.10000000,73.20000000,639716.30000000,45399826.30050000,87587
1652659200000,2022-05-16 00:00:00,LTC/USDT,71.50000000,71.60000000,64.90000000,67.30000000,577142.75100000,38763543.74900000,77970
1652572800000,2022-05-15 00:00:00,LTC/USDT,68.80000000,71.80000000,65.90000000,71.60000000,508046.55500000,34770176.78690000,68165
1652486400000,2022-05-14 00:00:00,LTC/USDT,67.80000000,70.30000000,64.20000000,68.90000000,556982.00700000,37397191.75050000,78273
1652400000000,2022-05-13 00:00:00,LTC/USDT,64.40000000,73.20000000,63.20000000,67.90000000,1132719.66600000,78702634.77150000,135558
1652313600000,2022-05-12 00:00:00,LTC/USDT,66.70000000,69.90000000,54.40000000,64.50000000,2076325.53921000,128073010.08720730,260361
1652227200000,2022-05-11 00:00:00,LTC/USDT,80.10000000,82.80000000,64.20000000,66.60000000,2156656.19047000,160599149.88439530,244446
1652140800000,2022-05-10 00:00:00,LTC/USDT,76.20000000,85.00000000,73.30000000,80.20000000,1335840.74274000,106955429.21617600,171078
1652054400000,2022-05-09 00:00:00,LTC/USDT,93.80000000,94.90000000,75.20000000,76.20000000,1075917.38183000,90805313.64441290,154330
1651968000000,2022-05-08 00:00:00,LTC/USDT,94.30000000,95.80000000,91.50000000,93.90000000,441180.21000000,41242686.16440000,69508
1651881600000,2022-05-07 00:00:00,LTC/USDT,96.70000000,97.40000000,92.60000000,94.30000000,298037.21500000,28514206.61940000,49389
1651795200000,2022-05-06 00:00:00,LTC/USDT,96.80000000,98.40000000,92.90000000,96.70000000,494007.71100000,47414482.94260000,82469
1651708800000,2022-05-05 00:00:00,LTC/USDT,106.30000000,106.90000000,94.80000000,96.80000000,586614.19500000,58837204.13680000,102432
1651622400000,2022-05-04 00:00:00,LTC/USDT,99.30000000,107.10000000,99.00000000,106.30000000,475753.42100000,49031775.26040000,85432
1651536000000,2022-05-03 00:00:00,LTC/USDT,100.70000000,101.40000000,97.40000000,99.40000000,307980.66800000,30784594.20340000,52421
1651449600000,2022-05-02 00:00:00,LTC/USDT,99.30000000,101.90000000,98.30000000,100.70000000,330388.68000000,33033440.25010000,56631
1651363200000,2022-05-01 00:00:00,LTC/USDT,95.90000000,100.00000000,94.40000000,99.30000000,295463.92500000,28780882.31120000,53743
1651276800000,2022-04-30 00:00:00,LTC/USDT,100.30000000,101.60000000,93.50000000,95.80000000,343937.91300000,33938296.38760000,58217
1651190400000,2022-04-29 00:00:00,LTC/USDT,103.30000000,104.50000000,98.40000000,100.40000000,394065.38500000,39856752.54650000,68460
1651104000000,2022-04-28 00:00:00,LTC/USDT,100.60000000,105.80000000,99.70000000,103.30000000,543891.39100000,55551406.27320000,81507
1651017600000,2022-04-27 00:00:00,LTC/USDT,98.60000000,102.00000000,97.70000000,100.50000000,295862.61000000,29614413.74690000,56245
1650931200000,2022-04-26 00:00:00,LTC/USDT,104.60000000,105.40000000,96.30000000,98.60000000,370089.57000000,37650909.20330000,66716
1650844800000,2022-04-25 00:00:00,LTC/USDT,104.60000000,104.90000000,98.30000000,104.60000000,464513.10800000,47191487.12710000,77161
1650758400000,2022-04-24 00:00:00,LTC/USDT,105.20000000,105.90000000,103.50000000,104.60000000,188484.10300000,19754621.98960000,37022
1650672000000,2022-04-23 00:00:00,LTC/USDT,105.40000000,107.20000000,104.40000000,105.10000000,151820.20100000,16105353.45930000,35654
1650585600000,2022-04-22 00:00:00,LTC/USDT,106.80000000,108.70000000,104.70000000,105.40000000,307003.59500000,32866235.47610000,55003
1650499200000,2022-04-21 00:00:00,LTC/USDT,111.90000000,114.50000000,105.40000000,106.80000000,374445.22000000,41592571.96310000,70993
1650412800000,2022-04-20 00:00:00,LTC/USDT,113.80000000,114.20000000,110.70000000,111.90000000,317572.86900000,35699408.66020000,60619
1650326400000,2022-04-19 00:00:00,LTC/USDT,111.30000000,114.20000000,110.60000000,113.80000000,267982.50300000,30065024.32890000,57327
1650240000000,2022-04-18 00:00:00,LTC/USDT,108.80000000,111.50000000,105.20000000,111.30000000,433957.57700000,46807603.86170000,68148
1650153600000,2022-04-17 00:00:00,LTC/USDT,114.30000000,115.10000000,108.20000000,108.80000000,275657.85700000,31058754.56920000,51536
1650067200000,2022-04-16 00:00:00,LTC/USDT,111.00000000,114.90000000,110.10000000,114.30000000,256441.81800000,28781162.25260000,50115
1649980800000,2022-04-15 00:00:00,LTC/USDT,107.30000000,112.90000000,107.00000000,111.00000000,303062.02500000,33513216.88920000,57270
1649894400000,2022-04-14 00:00:00,LTC/USDT,110.60000000,112.40000000,105.90000000,107.30000000,323593.48700000,35265161.05660000,56538
1649808000000,2022-04-13 00:00:00,LTC/USDT,104.90000000,110.80000000,103.90000000,110.50000000,389766.94500000,42071491.69310000,71509
1649721600000,2022-04-12 00:00:00,LTC/USDT,102.50000000,105.80000000,101.70000000,104.80000000,298962.75100000,31062167.40410000,60340
1649635200000,2022-04-11 00:00:00,LTC/USDT,110.30000000,110.70000000,101.80000000,102.40000000,440456.85100000,46593421.77850000,82493
1649548800000,2022-04-10 00:00:00,LTC/USDT,112.70000000,114.50000000,110.00000000,110.30000000,201089.86500000,22626041.23570000,45274
1649462400000,2022-04-09 00:00:00,LTC/USDT,110.70000000,113.00000000,110.00000000,112.70000000,192659.62800000,21464020.92530000,42130
1649376000000,2022-04-08 00:00:00,LTC/USDT,114.00000000,115.30000000,109.60000000,110.70000000,361955.50200000,40979150.23510000,73798
1649289600000,2022-04-07 00:00:00,LTC/USDT,111.60000000,115.00000000,110.10000000,114.10000000,302722.59800000,34242742.73880000,63737
1649203200000,2022-04-06 00:00:00,LTC/USDT,122.80000000,123.20000000,111.40000000,111.70000000,609814.44600000,71461742.44650000,116507
1649116800000,2022-04-05 00:00:00,LTC/USDT,124.80000000,127.30000000,122.50000000,122.70000000,266800.70700000,33319919.93940000,59272
1649030400000,2022-04-04 00:00:00,LTC/USDT,128.80000000,128.90000000,121.20000000,124.80000000,459946.59100000,57331197.01390000,89264
1648944000000,2022-04-03 00:00:00,LTC/USDT,124.90000000,129.50000000,123.60000000,128.70000000,304078.01900000,38542464.34520000,72138
1648857600000,2022-04-02 00:00:00,LTC/USDT,124.80000000,128.30000000,123.50000000,124.80000000,446188.67000000,56300292.05410000,92441
1648771200000,2022-04-01 00:00:00,LTC/USDT,123.90000000,126.40000000,119.10000000,124.80000000,459214.20100000,56578287.77280000,96660
1648684800000,2022-03-31 00:00:00,LTC/USDT,131.10000000,132.90000000,121.10000000,123.80000000,925439.97600000,117415876.07080000,165734
1648598400000,2022-03-30 00:00:00,LTC/USDT,130.00000000,134.10000000,125.80000000,131.10000000,469285.07500000,61290275.33570000,113830
1648512000000,2022-03-29 00:00:00,LTC/USDT,127.60000000,132.00000000,127.00000000,130.10000000,402240.88800000,52122445.08610000,93018
1648425600000,2022-03-28 00:00:00,LTC/USDT,129.70000000,132.60000000,126.70000000,127.60000000,485087.18100000,63427481.58600000,115694
1648339200000,2022-03-27 00:00:00,LTC/USDT,124.80000000,129.80000000,123.20000000,129.70000000,360946.11500000,45525649.25390000,87042
1648252800000,2022-03-26 00:00:00,LTC/USDT,124.00000000,125.60000000,121.90000000,124.80000000,222339.52100000,27547807.89540000,54400
1648166400000,2022-03-25 00:00:00,LTC/USDT,126.40000000,127.30000000,121.50000000,123.90000000,388911.11400000,48635050.62020000,90860
1648080000000,2022-03-24 00:00:00,LTC/USDT,122.50000000,127.70000000,120.00000000,126.50000000,494673.51700000,61177615.69880000,112977
1647993600000,2022-03-23 00:00:00,LTC/USDT,122.70000000,124.50000000,118.50000000,122.40000000,404116.57500000,48865241.80130000,91626
1647907200000,2022-03-22 00:00:00,LTC/USDT,116.10000000,123.70000000,115.60000000,122.70000000,613158.76500000,73997003.78790000,130875
1647820800000,2022-03-21 00:00:00,LTC/USDT,114.90000000,116.80000000,113.10000000,116.00000000,414783.62200000,47735273.58800000,75476
1647734400000,2022-03-20 00:00:00,LTC/USDT,116.80000000,118.50000000,111.30000000,114.90000000,456736.02900000,52366931.90510000,86233
1647648000000,2022-03-19 00:00:00,LTC/USDT,111.80000000,117.30000000,111.40000000,116.80000000,455077.79800000,51624315.69480000,76056
1647561600000,2022-03-18 00:00:00,LTC/USDT,110.20000000,113.00000000,107.70000000,111.90000000,362061.81100000,39952210.66320000,63255
1647475200000,2022-03-17 00:00:00,LTC/USDT,111.30000000,111.70000000,108.50000000,110.20000000,315598.56500000,34775865.18700000,57496
1647388800000,2022-03-16 00:00:00,LTC/USDT,106.90000000,112.20000000,105.60000000,111.40000000,627565.50400000,68133199.12950000,119038
1647302400000,2022-03-15 00:00:00,LTC/USDT,105.50000000,108.60000000,102.40000000,106.80000000,455884.75200000,48097564.72590000,79734
1647216000000,2022-03-14 00:00:00,LTC/USDT,101.70000000,106.40000000,100.80000000,105.60000000,461259.96100000,47902773.11750000,86211
1647129600000,2022-03-13 00:00:00,LTC/USDT,105.50000000,107.40000000,101.00000000,101.70000000,267778.84900000,28038489.84580000,58024
1647043200000,2022-03-12 00:00:00,LTC/USDT,104.60000000,108.00000000,104.50000000,105.60000000,273690.90200000,29034015.09060000,58957
1646956800000,2022-03-11 00:00:00,LTC/USDT,102.60000000,107.00000000,99.60000000,104.60000000,462322.47300000,47911162.62480000,87955
1646870400000,2022-03-10 00:00:00,LTC/USDT,106.90000000,107.10000000,99.50000000,102.50000000,544416.31200000,55839353.98700000,98664
1646784000000,2022-03-09 00:00:00,LTC/USDT,100.80000000,109.30000000,100.40000000,106.90000000,548748.75900000,58288002.15660000,106394
1646697600000,2022-03-08 00:00:00,LTC/USDT,98.30000000,102.60000000,97.80000000,100.70000000,489248.08300000,49137868.45110000,90780
1646611200000,2022-03-07 00:00:00,LTC/USDT,101.10000000,103.90000000,96.20000000,98.40000000,518331.08900000,51853238.88230000,101066
1646524800000,2022-03-06 00:00:00,LTC/USDT,104.90000000,106.00000000,100.60000000,101.10000000,312844.28200000,32298062.14640000,74773
1646438400000,2022-03-05 00:00:00,LTC/USDT,101.00000000,105.40000000,99.40000000,104.90000000,298763.79800000,30659201.62840000,63042
1646352000000,2022-03-04 00:00:00,LTC/USDT,111.70000000,112.70000000,99.00000000,101.00000000,635993.78500000,67300008.63180000,116519
1646265600000,2022-03-03 00:00:00,LTC/USDT,110.30000000,113.00000000,107.90000000,111.70000000,638112.36100000,70741338.92020000,110468
1646179200000,2022-03-02 00:00:00,LTC/USDT,112.50000000,114.70000000,109.10000000,110.30000000,513465.21700000,57357362.67860000,104563
1646092800000,2022-03-01 00:00:00,LTC/USDT,113.70000000,116.00000000,109.40000000,112.50000000,601477.27400000,67746418.44400000,125001
1646006400000,2022-02-28 00:00:00,LTC/USDT,102.90000000,113.90000000,101.20000000,113.70000000,574622.74000000,61304491.80120000,113098
1645920000000,2022-02-27 00:00:00,LTC/USDT,108.10000000,110.20000000,101.10000000,102.90000000,417924.62600000,44260691.35840000,85785
1645833600000,2022-02-26 00:00:00,LTC/USDT,109.20000000,115.00000000,106.60000000,108.20000000,456598.44000000,50384457.75450000,87279
1645747200000,2022-02-25 00:00:00,LTC/USDT,104.20000000,110.70000000,101.50000000,109.20000000,604602.87800000,63749774.86990000,102495
1645660800000,2022-02-24 00:00:00,LTC/USDT,105.30000000,111.00000000,90.00000000,104.10000000,1288797.47718000,126673943.99845970,208770
1645574400000,2022-02-23 00:00:00,LTC/USDT,107.40000000,111.50000000,104.90000000,105.40000000,432495.97000000,46926473.08080000,81927
1645488000000,2022-02-22 00:00:00,LTC/USDT,102.70000000,107.90000000,100.20000000,107.40000000,537388.74300000,55907200.38440000,89509
1645401600000,2022-02-21 00:00:00,LTC/USDT,110.60000000,114.50000000,102.00000000,102.80000000,631230.77700000,69230266.97770000,126976
1645315200000,2022-02-20 00:00:00,LTC/USDT,115.50000000,115.80000000,108.40000000,110.60000000,468241.93100000,51881763.94040000,86952
1645228800000,2022-02-19 00:00:00,LTC/USDT,114.90000000,117.20000000,113.00000000,115.50000000,361933.43400000,41745042.79000000,71126
1645142400000,2022-02-18 00:00:00,LTC/USDT,116.30000000,123.60000000,114.10000000,114.90000000,686552.34700000,81135471.46490000,131631
1645056000000,2022-02-17 00:00:00,LTC/USDT,127.80000000,129.00000000,114.80000000,116.30000000,535445.23600000,65410011.75660000,107541
1644969600000,2022-02-16 00:00:00,LTC/USDT,131.60000000,131.80000000,125.40000000,127.70000000,325088.11600000,41742888.53020000,82753
1644883200000,2022-02-15 00:00:00,LTC/USDT,124.60000000,132.60000000,123.90000000,131.50000000,372015.05500000,48211845.51290000,94771
1644796800000,2022-02-14 00:00:00,LTC/USDT,125.60000000,127.00000000,121.40000000,124.60000000,311463.00100000,38694309.51280000,80407
1644710400000,2022-02-13 00:00:00,LTC/USDT,126.70000000,128.90000000,123.50000000,125.60000000,261891.16100000,33078037.62120000,66008
1644624000000,2022-02-12 00:00:00,LTC/USDT,125.60000000,127.60000000,120.80000000,126.70000000,328295.30400000,40919324.58280000,85358
1644537600000,2022-02-11 00:00:00,LTC/USDT,134.50000000,134.80000000,124.80000000,125.60000000,536508.56300000,70466834.06300000,129933
1644451200000,2022-02-10 00:00:00,LTC/USDT,140.00000000,143.80000000,134.00000000,134.60000000,722895.22100000,100340243.78270000,188869
1644364800000,2022-02-09 00:00:00,LTC/USDT,133.60000000,141.00000000,132.00000000,140.10000000,615072.43700000,84741693.66440000,147776
1644278400000,2022-02-08 00:00:00,LTC/USDT,137.40000000,142.90000000,130.40000000,133.70000000,974024.21000000,132891819.23650000,238817
1644192000000,2022-02-07 00:00:00,LTC/USDT,127.50000000,139.90000000,125.00000000,137.40000000,694509.79500000,92105249.67860000,185910
1644105600000,2022-02-06 00:00:00,LTC/USDT,121.80000000,128.00000000,120.50000000,127.60000000,415141.01800000,51542305.86070000,108071
1644019200000,2022-02-05 00:00:00,LTC/USDT,121.30000000,123.80000000,118.80000000,121.70000000,442597.01500000,53774959.81680000,115713
1643932800000,2022-02-04 00:00:00,LTC/USDT,110.90000000,121.50000000,108.70000000,121.30000000,649501.13800000,74351265.43020000,143781
1643846400000,2022-02-03 00:00:00,LTC/USDT,108.30000000,111.10000000,105.40000000,111.00000000,380748.90300000,41132466.11850000,81522
1643760000000,2022-02-02 00:00:00,LTC/USDT,115.10000000,116.00000000,107.30000000,108.30000000,512026.26700000,57495574.71360000,107790
1643673600000,2022-02-01 00:00:00,LTC/USDT,109.40000000,116.90000000,108.20000000,115.00000000,597661.67900000,66796954.79520000,124770
1643587200000,2022-01-31 00:00:00,LTC/USDT,108.50000000,111.30000000,104.30000000,109.50000000,447814.46700000,48109443.48690000,95978
1643500800000,2022-01-30 00:00:00,LTC/USDT,110.90000000,112.20000000,107.00000000,108.60000000,276376.29100000,30340456.35400000,70578
1643414400000,2022-01-29 00:00:00,LTC/USDT,109.50000000,112.40000000,107.50000000,110.80000000,345775.89900000,37997380.42020000,77714
1643328000000,2022-01-28 00:00:00,LTC/USDT,106.80000000,110.00000000,105.20000000,109.40000000,463842.23800000,49790123.09350000,94096
1643241600000,2022-01-27 00:00:00,LTC/USDT,107.00000000,110.00000000,102.80000000,106.90000000,563991.76600000,60013921.56190000,114479
1643155200000,2022-01-26 00:00:00,LTC/USDT,107.90000000,116.50000000,104.60000000,106.90000000,774954.38200000,85331363.86920000,160638
1643068800000,2022-01-25 00:00:00,LTC/USDT,109.60000000,109.90000000,105.10000000,107.80000000,589373.56300000,63516664.06740000,122810
1642982400000,2022-01-24 00:00:00,LTC/USDT,112.30000000,112.30000000,97.50000000,109.50000000,1098206.51900000,113950869.22820000,209267
1642896000000,2022-01-23 00:00:00,LTC/USDT,108.40000000,112.80000000,105.60000000,112.30000000,588082.31700000,63983936.76430000,135293
1642809600000,2022-01-22 00:00:00,LTC/USDT,114.50000000,117.00000000,96.30000000,108.40000000,1345786.19070000,144289988.67579900,295547
1642723200000,2022-01-21 00:00:00,LTC/USDT,129.60000000,131.10000000,109.80000000,114.50000000,1024703.15234000,123808200.92536540,240712
1642636800000,2022-01-20 00:00:00,LTC/USDT,136.20000000,142.90000000,128.80000000,129.70000000,404805.36500000,55766928.62310000,115355
1642550400000,2022-01-19 00:00:00,LTC/USDT,141.40000000,143.00000000,133.20000000,136.20000000,437642.16500000,59855431.90640000,118375
1642464000000,2022-01-18 00:00:00,LTC/USDT,151.10000000,153.40000000,138.60000000,141.50000000,605404.35900000,87107198.83970000,161058
1642377600000,2022-01-17 00:00:00,LTC/USDT,146.40000000,153.90000000,144.10000000,151.20000000,809014.89500000,120962062.77960000,225768
1642291200000,2022-01-16 00:00:00,LTC/USDT,147.60000000,149.00000000,143.20000000,146.40000000,323952.66500000,47287761.52190000,89758
1642204800000,2022-01-15 00:00:00,LTC/USDT,144.70000000,150.70000000,144.00000000,147.70000000,461786.03600000,68234093.55950000,126411
1642118400000,2022-01-14 00:00:00,LTC/USDT,136.70000000,146.70000000,135.80000000,144.70000000,588107.75200000,83337246.44870000,143988
1642032000000,2022-01-13 00:00:00,LTC/USDT,142.00000000,142.40000000,134.60000000,136.70000000,462389.15400000,63884795.93320000,119269
1641945600000,2022-01-12 00:00:00,LTC/USDT,131.60000000,142.30000000,130.80000000,141.90000000,387745.56700000,52843604.38440000,114015
1641859200000,2022-01-11 00:00:00,LTC/USDT,126.60000000,133.50000000,125.70000000,131.60000000,396300.22000000,51358756.32490000,98375
1641772800000,2022-01-10 00:00:00,LTC/USDT,130.80000000,131.50000000,120.70000000,126.50000000,621002.30603000,78374235.10798360,139018
1641686400000,2022-01-09 00:00:00,LTC/USDT,129.40000000,132.60000000,127.70000000,130.90000000,321828.34300000,41975958.08770000,81126
1641600000000,2022-01-08 00:00:00,LTC/USDT,131.40000000,134.80000000,124.80000000,129.40000000,450291.35478000,58767538.40084870,120442
1641513600000,2022-01-07 00:00:00,LTC/USDT,135.90000000,136.50000000,125.90000000,131.40000000,733975.31191000,96720732.58916260,188649
1641427200000,2022-01-06 00:00:00,LTC/USDT,135.30000000,138.10000000,132.40000000,135.90000000,531427.35700000,71938065.61870000,131399
1641340800000,2022-01-05 00:00:00,LTC/USDT,146.50000000,150.00000000,129.80000000,135.40000000,601964.05700000,85762767.24110000,179121
1641254400000,2022-01-04 00:00:00,LTC/USDT,148.40000000,151.70000000,145.20000000,146.50000000,331705.66300000,49331426.69890000,102746
1641168000000,2022-01-03 00:00:00,LTC/USDT,151.10000000,151.20000000,146.00000000,148.50000000,291038.87300000,43407161.36080000,98334
1641081600000,2022-01-02 00:00:00,LTC/USDT,150.80000000,153.40000000,147.80000000,151.20000000,228350.08700000,34351559.74190000,76697
1640995200000,2022-01-01 00:00:00,LTC/USDT,146.20000000,151.00000000,146.10000000,150.80000000,225155.54000000,33479057.52210000,71058
