unix,date,symbol,open,high,low,close,Volume AXS,Volume USDT,tradecount
1654819200000,2022-06-10 00:00:00,AXS/USDT,19.41000000,19.59000000,17.73000000,18.05000000,824058.76000000,15378187.37950000,53477
1654732800000,2022-06-09 00:00:00,AXS/USDT,19.47000000,19.99000000,19.25000000,19.41000000,627657.15000000,12281838.16580000,36569
1654646400000,2022-06-08 00:00:00,AXS/USDT,19.73000000,20.02000000,19.13000000,19.47000000,792082.33000000,15509400.46640000,52164
1654560000000,2022-06-07 00:00:00,AXS/USDT,20.69000000,20.70000000,19.07000000,19.72000000,1272655.83000000,25035355.26600000,78866
1654473600000,2022-06-06 00:00:00,AXS/USDT,20.07000000,22.78000000,19.97000000,20.70000000,1602807.05000000,33875297.84830000,101350
1654387200000,2022-06-05 00:00:00,AXS/USDT,20.60000000,20.63000000,19.76000000,20.07000000,667561.81000000,13377733.38560000,39026
1654300800000,2022-06-04 00:00:00,AXS/USDT,19.97000000,21.18000000,19.96000000,20.60000000,891327.50000000,18259360.67180000,63280
1654214400000,2022-06-03 00:00:00,AXS/USDT,21.08000000,21.55000000,19.42000000,19.98000000,896382.19000000,18210729.75070000,70026
1654128000000,2022-06-02 00:00:00,AXS/USDT,20.89000000,21.45000000,19.69000000,21.08000000,1247834.81000000,25390218.52920000,93672
1654041600000,2022-06-01 00:00:00,AXS/USDT,23.91000000,23.98000000,20.29000000,20.89000000,2131570.81000000,47527416.73790000,151078
1653955200000,2022-05-31 00:00:00,AXS/USDT,23.99000000,28.20000000,22.61000000,23.91000000,5848041.41000000,149548575.90040000,356593
1653868800000,2022-05-30 00:00:00,AXS/USDT,18.50000000,24.49000000,18.19000000,23.99000000,2421395.13000000,51846055.26610000,128053
1653782400000,2022-05-29 00:00:00,AXS/USDT,18.57000000,18.62000000,17.60000000,18.50000000,874865.95000000,15851169.04170000,45899
1653696000000,2022-05-28 00:00:00,AXS/USDT,18.25000000,18.70000000,17.86000000,18.57000000,884050.77000000,16232695.23200000,47054
1653609600000,2022-05-27 00:00:00,AXS/USDT,19.50000000,19.84000000,17.84000000,18.26000000,1634121.35000000,30291641.01340000,98021
1653523200000,2022-05-26 00:00:00,AXS/USDT,20.90000000,21.84000000,18.61000000,19.50000000,1672163.19000000,33619127.63050000,96536
1653436800000,2022-05-25 00:00:00,AXS/USDT,21.31000000,21.51000000,20.30000000,20.89000000,990323.84000000,20639578.75300000,57298
1653350400000,2022-05-24 00:00:00,AXS/USDT,21.01000000,21.46000000,20.10000000,21.30000000,1201863.19000000,25118647.84990000,71633
1653264000000,2022-05-23 00:00:00,AXS/USDT,21.64000000,23.56000000,20.68000000,21.02000000,1797615.23000000,40494394.85060000,118481
1653177600000,2022-05-22 00:00:00,AXS/USDT,21.04000000,21.85000000,20.67000000,21.65000000,856135.06000000,18199551.49070000,54460
1653091200000,2022-05-21 00:00:00,AXS/USDT,20.72000000,21.33000000,20.19000000,21.04000000,859938.70000000,17817673.79800000,51763
1653004800000,2022-05-20 00:00:00,AXS/USDT,21.83000000,22.11000000,20.17000000,20.72000000,1269489.51000000,26845323.11620000,86946
1652918400000,2022-05-19 00:00:00,AXS/USDT,21.60000000,22.12000000,19.73000000,21.84000000,2619602.69000000,54633974.70100000,171532
1652832000000,2022-05-18 00:00:00,AXS/USDT,21.32000000,22.44000000,20.21000000,21.60000000,4200018.08000000,89279245.09500000,257507
1652745600000,2022-05-17 00:00:00,AXS/USDT,19.57000000,21.90000000,19.32000000,21.32000000,2923352.66000000,60638776.98020000,188165
1652659200000,2022-05-16 00:00:00,AXS/USDT,23.25000000,23.71000000,19.23000000,19.57000000,4067007.57000000,86158169.30590000,282116
1652572800000,2022-05-15 00:00:00,AXS/USDT,20.89000000,23.42000000,20.19000000,23.25000000,4131177.82000000,88669276.65780000,328949
1652486400000,2022-05-14 00:00:00,AXS/USDT,20.08000000,21.40000000,19.00000000,20.89000000,4193048.13000000,84408632.83860000,334025
1652400000000,2022-05-13 00:00:00,AXS/USDT,19.03000000,24.50000000,18.85000000,20.07000000,5188209.51000000,112542596.39070000,390094
1652313600000,2022-05-12 00:00:00,AXS/USDT,18.97000000,24.70000000,17.15000000,19.02000000,7873099.65000000,164221066.97070000,600233
1652227200000,2022-05-11 00:00:00,AXS/USDT,24.20000000,25.15000000,16.20000000,18.97000000,5789945.36000000,122784948.35309700,430405
1652140800000,2022-05-10 00:00:00,AXS/USDT,24.73000000,28.34000000,23.38000000,24.22000000,3754859.07000000,97719536.33955000,293322
1652054400000,2022-05-09 00:00:00,AXS/USDT,30.50000000,31.56000000,24.38000000,24.77000000,4317996.69000000,121885714.60110000,310801
1651968000000,2022-05-08 00:00:00,AXS/USDT,28.60000000,31.70000000,27.66000000,30.49000000,2772806.53000000,82673621.73360000,213591
1651881600000,2022-05-07 00:00:00,AXS/USDT,28.43000000,29.54000000,27.38000000,28.60000000,903046.60000000,25823793.82880000,84662
1651795200000,2022-05-06 00:00:00,AXS/USDT,28.94000000,29.11000000,27.16000000,28.44000000,1246973.35000000,35240965.04140000,104342
1651708800000,2022-05-05 00:00:00,AXS/USDT,33.32000000,35.24000000,27.97000000,28.95000000,2859849.79000000,90655782.30160000,239694
1651622400000,2022-05-04 00:00:00,AXS/USDT,29.09000000,33.79000000,28.07000000,33.31000000,1695264.91000000,51984452.85510000,150814
1651536000000,2022-05-03 00:00:00,AXS/USDT,30.20000000,30.89000000,28.61000000,29.07000000,1057805.67000000,31559262.41390000,100314
1651449600000,2022-05-02 00:00:00,AXS/USDT,31.78000000,32.30000000,29.90000000,30.19000000,1029546.52000000,31507561.07910000,103861
1651363200000,2022-05-01 00:00:00,AXS/USDT,29.05000000,32.53000000,27.83000000,31.79000000,1638733.05000000,50301153.69530000,162445
1651276800000,2022-04-30 00:00:00,AXS/USDT,34.36000000,34.89000000,26.51000000,29.05000000,1631328.16000000,51497149.64926400,173189
1651190400000,2022-04-29 00:00:00,AXS/USDT,38.05000000,38.69000000,33.41000000,34.35000000,1508178.41000000,53504140.97093000,149513
1651104000000,2022-04-28 00:00:00,AXS/USDT,38.80000000,40.17000000,37.39000000,38.05000000,972085.78000000,37450704.67830000,115463
1651017600000,2022-04-27 00:00:00,AXS/USDT,38.76000000,40.13000000,37.12000000,38.80000000,968446.97000000,37426721.86423700,106911
1650931200000,2022-04-26 00:00:00,AXS/USDT,42.92000000,43.51000000,37.96000000,38.78000000,905276.90000000,36920843.93633800,123586
1650844800000,2022-04-25 00:00:00,AXS/USDT,44.37000000,44.45000000,39.84000000,42.92000000,1131817.37000000,47289664.08253200,148659
1650758400000,2022-04-24 00:00:00,AXS/USDT,45.15000000,45.63000000,44.15000000,44.37000000,379989.61000000,17092438.72550000,62377
1650672000000,2022-04-23 00:00:00,AXS/USDT,45.96000000,46.17000000,44.91000000,45.15000000,358375.34000000,16339840.60660000,58166
1650585600000,2022-04-22 00:00:00,AXS/USDT,44.92000000,46.78000000,44.78000000,45.95000000,730722.09000000,33532381.83710000,105158
1650499200000,2022-04-21 00:00:00,AXS/USDT,46.18000000,48.13000000,44.34000000,44.92000000,852267.84000000,39649574.14940000,115757
1650412800000,2022-04-20 00:00:00,AXS/USDT,47.38000000,48.44000000,45.29000000,46.19000000,927729.49000000,43680573.91240000,115585
1650326400000,2022-04-19 00:00:00,AXS/USDT,46.22000000,47.95000000,45.43000000,47.39000000,728124.24000000,34018076.76250000,92926
1650240000000,2022-04-18 00:00:00,AXS/USDT,45.48000000,46.43000000,43.00000000,46.22000000,893806.22000000,39838960.88590000,108965
1650153600000,2022-04-17 00:00:00,AXS/USDT,47.42000000,47.92000000,45.21000000,45.48000000,536323.15000000,25256736.39110000,63976
1650067200000,2022-04-16 00:00:00,AXS/USDT,47.92000000,48.62000000,46.71000000,47.42000000,455879.99000000,21684717.44770000,60213
1649980800000,2022-04-15 00:00:00,AXS/USDT,46.78000000,50.19000000,46.71000000,47.92000000,723758.26000000,34737486.74690000,96924
1649894400000,2022-04-14 00:00:00,AXS/USDT,48.46000000,49.55000000,45.69000000,46.78000000,817002.58000000,39033863.64970000,99217
1649808000000,2022-04-13 00:00:00,AXS/USDT,47.27000000,48.93000000,46.61000000,48.47000000,726026.73000000,34805155.38240000,90797
1649721600000,2022-04-12 00:00:00,AXS/USDT,45.15000000,48.91000000,44.81000000,47.26000000,1069526.08000000,50416237.47260000,147414
1649635200000,2022-04-11 00:00:00,AXS/USDT,49.04000000,49.13000000,44.08000000,45.16000000,1331249.65000000,61887856.33910000,172264
1649548800000,2022-04-10 00:00:00,AXS/USDT,51.72000000,52.14000000,48.85000000,49.04000000,907237.50000000,45933802.38420000,95538
1649462400000,2022-04-09 00:00:00,AXS/USDT,50.71000000,52.66000000,50.57000000,51.71000000,619059.71000000,31851724.23490000,85488
1649376000000,2022-04-08 00:00:00,AXS/USDT,54.80000000,55.32000000,50.11000000,50.70000000,1007727.20000000,53699915.79090000,129727
1649289600000,2022-04-07 00:00:00,AXS/USDT,53.36000000,56.00000000,52.13000000,54.82000000,1199369.36000000,65042109.55080000,152537
1649203200000,2022-04-06 00:00:00,AXS/USDT,61.69000000,62.90000000,53.11000000,53.37000000,2387854.27000000,139250996.26820000,360745
1649116800000,2022-04-05 00:00:00,AXS/USDT,63.80000000,65.99000000,61.50000000,61.68000000,1221634.74000000,77348931.67860000,157688
1649030400000,2022-04-04 00:00:00,AXS/USDT,66.61000000,67.15000000,61.45000000,63.79000000,1271790.45000000,81784017.78730000,181810
1648944000000,2022-04-03 00:00:00,AXS/USDT,65.25000000,68.47000000,64.00000000,66.61000000,1511876.84000000,100353144.53870000,213901
1648857600000,2022-04-02 00:00:00,AXS/USDT,66.16000000,75.55000000,64.05000000,65.26000000,3032156.30000000,212530681.24950000,462390
1648771200000,2022-04-01 00:00:00,AXS/USDT,63.47000000,67.40000000,60.30000000,66.15000000,1152615.63000000,73517932.38440000,163758
1648684800000,2022-03-31 00:00:00,AXS/USDT,64.39000000,68.70000000,62.00000000,63.46000000,1388904.84000000,90355148.29960000,199722
1648598400000,2022-03-30 00:00:00,AXS/USDT,64.36000000,66.73000000,61.92000000,64.39000000,1705721.49000000,110136957.14760000,234564
1648512000000,2022-03-29 00:00:00,AXS/USDT,66.43000000,70.85000000,63.12000000,64.35000000,2391620.63000000,159706968.69020000,320882
1648425600000,2022-03-28 00:00:00,AXS/USDT,68.26000000,72.29000000,65.65000000,66.44000000,1803278.67000000,123970878.67960000,252080
1648339200000,2022-03-27 00:00:00,AXS/USDT,66.94000000,68.50000000,64.49000000,68.26000000,1356211.86000000,90016559.93150000,185668
1648252800000,2022-03-26 00:00:00,AXS/USDT,71.55000000,72.98000000,66.39000000,66.94000000,1123008.60000000,77064625.51460000,174214
1648166400000,2022-03-25 00:00:00,AXS/USDT,70.31000000,74.85000000,69.46000000,71.53000000,2674196.88000000,192178066.36150000,436918
1648080000000,2022-03-24 00:00:00,AXS/USDT,58.34000000,71.80000000,58.32000000,70.30000000,3201686.90000000,207381817.24360000,551645
1647993600000,2022-03-23 00:00:00,AXS/USDT,52.43000000,58.59000000,50.81000000,58.34000000,1101254.65000000,60533017.39260000,168361
1647907200000,2022-03-22 00:00:00,AXS/USDT,50.16000000,53.48000000,49.79000000,52.42000000,635919.68000000,33011966.25420000,93866
1647820800000,2022-03-21 00:00:00,AXS/USDT,49.85000000,51.94000000,49.16000000,50.16000000,463749.57000000,23407619.05960000,68491
1647734400000,2022-03-20 00:00:00,AXS/USDT,52.05000000,52.55000000,49.13000000,49.85000000,422106.71000000,21473379.73610000,68100
1647648000000,2022-03-19 00:00:00,AXS/USDT,50.47000000,54.45000000,50.18000000,52.05000000,589465.04000000,30709600.62990000,91587
1647561600000,2022-03-18 00:00:00,AXS/USDT,50.25000000,51.44000000,48.51000000,50.46000000,452645.60000000,22532444.23280000,70609
1647475200000,2022-03-17 00:00:00,AXS/USDT,50.43000000,51.29000000,49.38000000,50.26000000,487729.05000000,24555307.53330000,87121
1647388800000,2022-03-16 00:00:00,AXS/USDT,46.90000000,50.87000000,46.30000000,50.42000000,800926.53000000,38941896.26800000,124742
1647302400000,2022-03-15 00:00:00,AXS/USDT,47.85000000,48.99000000,45.87000000,46.90000000,425998.16000000,20055739.15390000,63908
1647216000000,2022-03-14 00:00:00,AXS/USDT,45.22000000,48.09000000,44.63000000,47.84000000,536933.14000000,25084217.40980000,73778
1647129600000,2022-03-13 00:00:00,AXS/USDT,46.59000000,48.10000000,44.97000000,45.19000000,309888.64000000,14472645.57930000,49382
1647043200000,2022-03-12 00:00:00,AXS/USDT,45.91000000,48.62000000,45.81000000,46.60000000,339811.67000000,16025684.00770000,55095
1646956800000,2022-03-11 00:00:00,AXS/USDT,46.76000000,48.25000000,45.16000000,45.90000000,517495.51000000,24119116.82750000,73206
1646870400000,2022-03-10 00:00:00,AXS/USDT,48.65000000,48.99000000,45.00000000,46.77000000,636567.81000000,29628295.85900000,86820
1646784000000,2022-03-09 00:00:00,AXS/USDT,46.42000000,49.47000000,46.19000000,48.65000000,738163.68000000,35712267.62720000,95575
1646697600000,2022-03-08 00:00:00,AXS/USDT,46.17000000,47.63000000,45.72000000,46.42000000,631357.49000000,29492423.88090000,97483
1646611200000,2022-03-07 00:00:00,AXS/USDT,48.90000000,50.15000000,45.67000000,46.16000000,921173.11000000,43740619.77260000,122813
1646524800000,2022-03-06 00:00:00,AXS/USDT,51.87000000,52.34000000,48.51000000,48.89000000,505564.79000000,25351230.20050000,75883
1646438400000,2022-03-05 00:00:00,AXS/USDT,49.78000000,53.10000000,48.71000000,51.89000000,561061.32000000,28669587.80330000,98859
1646352000000,2022-03-04 00:00:00,AXS/USDT,53.31000000,53.41000000,48.92000000,49.79000000,713310.44000000,36549232.38090000,109864
1646265600000,2022-03-03 00:00:00,AXS/USDT,55.53000000,55.85000000,51.79000000,53.31000000,658924.64000000,35564026.05790000,97011
1646179200000,2022-03-02 00:00:00,AXS/USDT,57.16000000,59.00000000,54.41000000,55.53000000,1206036.38000000,67930122.69170000,159652
1646092800000,2022-03-01 00:00:00,AXS/USDT,54.37000000,61.32000000,53.33000000,57.14000000,1625038.56000000,92103870.67060000,219020
1646006400000,2022-02-28 00:00:00,AXS/USDT,47.99000000,57.02000000,47.09000000,54.39000000,1103042.38000000,56314128.87460000,142131
1645920000000,2022-02-27 00:00:00,AXS/USDT,50.39000000,51.97000000,46.73000000,47.99000000,727455.13000000,35768661.72910000,101541
1645833600000,2022-02-26 00:00:00,AXS/USDT,51.18000000,52.94000000,49.94000000,50.40000000,509182.21000000,25933866.44510000,74571
1645747200000,2022-02-25 00:00:00,AXS/USDT,48.76000000,51.99000000,46.26000000,51.16000000,1289618.86000000,63215006.25740000,156042
1645660800000,2022-02-24 00:00:00,AXS/USDT,48.76000000,49.97000000,41.90000000,48.76000000,2062804.33000000,93095764.64860000,230853
1645574400000,2022-02-23 00:00:00,AXS/USDT,51.09000000,53.47000000,48.56000000,48.74000000,802562.45000000,41069115.20570000,99324
1645488000000,2022-02-22 00:00:00,AXS/USDT,47.36000000,51.25000000,46.00000000,51.09000000,1054160.58000000,51387923.23520000,123361
1645401600000,2022-02-21 00:00:00,AXS/USDT,52.13000000,56.06000000,47.16000000,47.39000000,1309401.75000000,69060442.86470000,168310
1645315200000,2022-02-20 00:00:00,AXS/USDT,54.82000000,54.92000000,49.63000000,52.13000000,623240.73000000,32293510.95520000,103349
1645228800000,2022-02-19 00:00:00,AXS/USDT,55.53000000,56.94000000,53.52000000,54.83000000,387170.40000000,21431403.49030000,68664
1645142400000,2022-02-18 00:00:00,AXS/USDT,56.39000000,58.09000000,53.77000000,55.53000000,843263.96000000,47458310.49060000,133367
1645056000000,2022-02-17 00:00:00,AXS/USDT,63.44000000,64.58000000,55.78000000,56.38000000,856366.41000000,51064606.88420000,124313
1644969600000,2022-02-16 00:00:00,AXS/USDT,63.27000000,66.21000000,61.77000000,63.46000000,1021473.50000000,65585899.14000000,157629
1644883200000,2022-02-15 00:00:00,AXS/USDT,56.85000000,63.87000000,56.77000000,63.29000000,867168.38000000,52235958.37510000,115380
1644796800000,2022-02-14 00:00:00,AXS/USDT,58.03000000,58.26000000,55.08000000,56.83000000,518219.76000000,29365464.22940000,78277
1644710400000,2022-02-13 00:00:00,AXS/USDT,59.15000000,60.58000000,56.89000000,58.08000000,421835.07000000,24859918.43100000,65192
1644624000000,2022-02-12 00:00:00,AXS/USDT,59.03000000,61.56000000,56.60000000,59.19000000,751987.82000000,44703499.56440000,115679
1644537600000,2022-02-11 00:00:00,AXS/USDT,63.28000000,64.95000000,56.70000000,59.03000000,1088675.84000000,67215906.55010000,158325
1644451200000,2022-02-10 00:00:00,AXS/USDT,67.58000000,68.30000000,62.43000000,63.27000000,1361321.97000000,89361992.01850000,213874
1644364800000,2022-02-09 00:00:00,AXS/USDT,66.72000000,68.08000000,63.09000000,67.61000000,970319.99000000,63998304.75250000,161647
1644278400000,2022-02-08 00:00:00,AXS/USDT,68.40000000,69.29000000,62.20000000,66.72000000,1528803.17000000,100265334.85460000,248201
1644192000000,2022-02-07 00:00:00,AXS/USDT,68.26000000,72.00000000,66.72000000,68.38000000,2050686.30000000,141953504.75530000,293884
1644105600000,2022-02-06 00:00:00,AXS/USDT,56.76000000,68.89000000,56.76000000,68.20000000,2745960.72000000,173901455.51360000,355434
1644019200000,2022-02-05 00:00:00,AXS/USDT,51.37000000,59.48000000,50.81000000,56.77000000,1987776.50000000,110478949.50260000,290723
1643932800000,2022-02-04 00:00:00,AXS/USDT,48.40000000,51.69000000,47.55000000,51.35000000,1076490.63000000,52956859.02050000,161493
1643846400000,2022-02-03 00:00:00,AXS/USDT,49.09000000,49.27000000,46.01000000,48.42000000,1530052.32000000,72295747.26920000,232540
1643760000000,2022-02-02 00:00:00,AXS/USDT,53.39000000,55.00000000,48.20000000,49.06000000,1066381.73000000,55030719.46790000,154459
1643673600000,2022-02-01 00:00:00,AXS/USDT,52.38000000,54.96000000,51.84000000,53.41000000,911161.77000000,48514920.44490000,138518
1643587200000,2022-01-31 00:00:00,AXS/USDT,53.35000000,54.61000000,49.69000000,52.38000000,1467466.01000000,75695366.13600000,225617
1643500800000,2022-01-30 00:00:00,AXS/USDT,49.50000000,56.10000000,49.04000000,53.36000000,1844210.81000000,98102469.96000000,236768
1643414400000,2022-01-29 00:00:00,AXS/USDT,46.81000000,50.00000000,46.21000000,49.50000000,1809605.19000000,87400994.56170000,219107
1643328000000,2022-01-28 00:00:00,AXS/USDT,47.30000000,48.33000000,44.59000000,46.82000000,1237862.97000000,57235560.54590000,137018
1643241600000,2022-01-27 00:00:00,AXS/USDT,49.54000000,50.52000000,44.83000000,47.29000000,1301510.68000000,62585881.22410000,157141
1643155200000,2022-01-26 00:00:00,AXS/USDT,50.80000000,55.68000000,48.39000000,49.54000000,1043495.55000000,54489946.92600000,157036
1643068800000,2022-01-25 00:00:00,AXS/USDT,51.21000000,51.97000000,49.26000000,50.81000000,673594.71000000,34116566.81010000,110760
1642982400000,2022-01-24 00:00:00,AXS/USDT,54.76000000,54.79000000,44.42000000,51.20000000,1471501.87000000,72331583.58757000,215340
1642896000000,2022-01-23 00:00:00,AXS/USDT,50.17000000,54.82000000,49.64000000,54.72000000,725139.10000000,37721857.16770000,117197
1642809600000,2022-01-22 00:00:00,AXS/USDT,58.32000000,59.40000000,47.52000000,50.17000000,1607495.39000000,83945522.71501900,279274
1642723200000,2022-01-21 00:00:00,AXS/USDT,69.04000000,69.31000000,56.91000000,58.32000000,1077147.02000000,68698146.23350000,194731
1642636800000,2022-01-20 00:00:00,AXS/USDT,71.80000000,75.94000000,68.76000000,69.08000000,497336.97000000,36188933.52690000,108978
1642550400000,2022-01-19 00:00:00,AXS/USDT,73.81000000,74.16000000,70.53000000,71.81000000,440869.04000000,31859008.81320000,86841
