unix,date,symbol,open,high,low,close,Volume DASH,Volume USDT,tradecount
1656374400000,2022-06-28 00:00:00,DASH/USDT,49.10000000,49.90000000,45.80000000,46.40000000,63602.51000000,3058757.75750000,13698
1656288000000,2022-06-27 00:00:00,DASH/USDT,49.30000000,51.70000000,48.50000000,49.10000000,64193.35100000,3201156.98190000,13398
1656201600000,2022-06-26 00:00:00,DASH/USDT,52.30000000,53.40000000,49.20000000,49.30000000,51893.53500000,2679193.40460000,12929
1656115200000,2022-06-25 00:00:00,DASH/USDT,51.70000000,52.80000000,49.60000000,52.30000000,53448.67400000,2746820.49300000,11792
1656028800000,2022-06-24 00:00:00,DASH/USDT,48.70000000,52.70000000,48.50000000,51.80000000,88889.06500000,4482846.39720000,18471
1655942400000,2022-06-23 00:00:00,DASH/USDT,45.20000000,48.90000000,45.10000000,48.60000000,73346.07100000,3463064.24890000,14368
1655856000000,2022-06-22 00:00:00,DASH/USDT,47.10000000,47.30000000,44.40000000,45.10000000,71685.85800000,3285511.98510000,14463
1655769600000,2022-06-21 00:00:00,DASH/USDT,45.40000000,48.60000000,44.60000000,47.10000000,89028.31500000,4180606.79220000,19306
1655683200000,2022-06-20 00:00:00,DASH/USDT,44.40000000,46.30000000,43.00000000,45.40000000,95327.92200000,4282720.35940000,18868
1655596800000,2022-06-19 00:00:00,DASH/USDT,41.60000000,45.30000000,39.90000000,44.30000000,94742.06500000,4030388.39270000,18809
1655510400000,2022-06-18 00:00:00,DASH/USDT,43.70000000,44.30000000,38.60000000,41.60000000,119215.49300000,4890025.38300000,22888
1655424000000,2022-06-17 00:00:00,DASH/USDT,41.90000000,44.40000000,41.40000000,43.60000000,71334.60300000,3093509.22910000,13519
1655337600000,2022-06-16 00:00:00,DASH/USDT,45.90000000,46.50000000,41.10000000,41.90000000,116286.72400000,5021374.88820000,20367
1655251200000,2022-06-15 00:00:00,DASH/USDT,43.40000000,46.00000000,38.60000000,45.90000000,236010.12500000,9843558.93460000,41717
1655164800000,2022-06-14 00:00:00,DASH/USDT,42.60000000,44.70000000,39.00000000,43.40000000,211188.08000000,8984061.92520000,32717
1655078400000,2022-06-13 00:00:00,DASH/USDT,46.10000000,46.50000000,39.40000000,42.60000000,279069.70858000,11788659.13295000,46157
1654992000000,2022-06-12 00:00:00,DASH/USDT,49.00000000,49.80000000,45.50000000,46.20000000,115892.31200000,5517503.57340000,20186
1654905600000,2022-06-11 00:00:00,DASH/USDT,54.00000000,54.60000000,48.40000000,49.00000000,93917.64400000,4792076.04660000,17641
1654819200000,2022-06-10 00:00:00,DASH/USDT,57.80000000,58.00000000,52.90000000,53.90000000,97170.19900000,5346176.17560000,17648
1654732800000,2022-06-09 00:00:00,DASH/USDT,58.10000000,58.60000000,57.10000000,57.70000000,42513.39000000,2455869.13670000,9351
1654646400000,2022-06-08 00:00:00,DASH/USDT,58.40000000,59.40000000,57.30000000,58.10000000,58519.25800000,3417148.20520000,13646
1654560000000,2022-06-07 00:00:00,DASH/USDT,60.10000000,60.80000000,56.00000000,58.30000000,93474.65100000,5465670.64070000,21473
1654473600000,2022-06-06 00:00:00,DASH/USDT,58.60000000,62.00000000,58.40000000,60.10000000,69371.65200000,4214945.60890000,16064
1654387200000,2022-06-05 00:00:00,DASH/USDT,58.70000000,59.30000000,57.70000000,58.60000000,27243.27300000,1593639.02970000,7096
1654300800000,2022-06-04 00:00:00,DASH/USDT,58.20000000,59.30000000,57.20000000,58.60000000,39861.02800000,2317784.82430000,8904
1654214400000,2022-06-03 00:00:00,DASH/USDT,59.90000000,60.00000000,56.30000000,58.20000000,89186.37800000,5174791.52200000,17799
1654128000000,2022-06-02 00:00:00,DASH/USDT,59.10000000,60.30000000,58.00000000,59.90000000,81985.16600000,4851252.37140000,16828
1654041600000,2022-06-01 00:00:00,DASH/USDT,64.70000000,68.00000000,58.60000000,59.10000000,173278.72700000,10986400.19990000,35273
1653955200000,2022-05-31 00:00:00,DASH/USDT,63.20000000,65.40000000,60.30000000,64.60000000,136840.32700000,8549301.31300000,29995
1653868800000,2022-05-30 00:00:00,DASH/USDT,57.90000000,63.50000000,57.40000000,63.30000000,124856.42800000,7618378.82020000,24301
1653782400000,2022-05-29 00:00:00,DASH/USDT,56.50000000,57.90000000,55.20000000,57.80000000,63034.07100000,3569048.04260000,12123
1653696000000,2022-05-28 00:00:00,DASH/USDT,54.80000000,57.00000000,54.20000000,56.50000000,86910.33100000,4851406.36080000,16208
1653609600000,2022-05-27 00:00:00,DASH/USDT,58.20000000,58.90000000,54.10000000,54.80000000,138894.55000000,7800160.84460000,27630
1653523200000,2022-05-26 00:00:00,DASH/USDT,62.30000000,63.50000000,55.80000000,58.20000000,168399.61400000,10001605.70860000,30452
1653436800000,2022-05-25 00:00:00,DASH/USDT,62.30000000,64.20000000,60.80000000,62.30000000,159829.89800000,9958957.36060000,28786
1653350400000,2022-05-24 00:00:00,DASH/USDT,59.90000000,62.60000000,58.10000000,62.40000000,116409.60700000,7053277.50120000,24727
1653264000000,2022-05-23 00:00:00,DASH/USDT,61.50000000,64.80000000,58.90000000,59.80000000,159507.72200000,9980373.15400000,33423
1653177600000,2022-05-22 00:00:00,DASH/USDT,57.10000000,62.00000000,56.50000000,61.60000000,100955.95700000,5948176.53990000,21025
1653091200000,2022-05-21 00:00:00,DASH/USDT,57.30000000,58.30000000,55.80000000,57.10000000,98287.85200000,5613000.89030000,20016
1653004800000,2022-05-20 00:00:00,DASH/USDT,58.90000000,60.40000000,55.80000000,57.40000000,150400.51900000,8716929.83970000,29323
1652918400000,2022-05-19 00:00:00,DASH/USDT,55.80000000,59.40000000,53.40000000,58.90000000,138689.55200000,7815159.29360000,27775
1652832000000,2022-05-18 00:00:00,DASH/USDT,60.20000000,61.70000000,55.30000000,55.70000000,135983.47200000,7920762.39340000,28247
1652745600000,2022-05-17 00:00:00,DASH/USDT,58.00000000,61.20000000,56.50000000,60.20000000,125031.57000000,7396449.45040000,29646
1652659200000,2022-05-16 00:00:00,DASH/USDT,63.00000000,63.20000000,55.30000000,57.90000000,191685.26300000,11120955.64170000,39799
1652572800000,2022-05-15 00:00:00,DASH/USDT,61.00000000,63.10000000,58.40000000,63.10000000,182884.85700000,11113609.99710000,39775
1652486400000,2022-05-14 00:00:00,DASH/USDT,58.00000000,61.50000000,55.10000000,60.90000000,146376.28700000,8572017.72910000,34216
1652400000000,2022-05-13 00:00:00,DASH/USDT,53.90000000,62.70000000,52.70000000,58.10000000,240085.58900000,14213606.25870000,56323
1652313600000,2022-05-12 00:00:00,DASH/USDT,58.20000000,61.70000000,45.00000000,53.80000000,516985.78234000,26819659.91794110,111813
1652227200000,2022-05-11 00:00:00,DASH/USDT,73.40000000,74.60000000,53.50000000,58.30000000,418928.43979000,27306893.33496520,120572
1652140800000,2022-05-10 00:00:00,DASH/USDT,69.80000000,79.10000000,68.20000000,73.30000000,288885.40500000,21405309.19640000,79178
1652054400000,2022-05-09 00:00:00,DASH/USDT,83.00000000,85.70000000,69.00000000,69.90000000,285202.52123000,21800262.32101320,71261
1651968000000,2022-05-08 00:00:00,DASH/USDT,83.60000000,85.40000000,79.90000000,83.00000000,117976.93400000,9772227.95860000,28236
1651881600000,2022-05-07 00:00:00,DASH/USDT,87.80000000,87.90000000,81.50000000,83.50000000,64157.60500000,5471865.56680000,18478
1651795200000,2022-05-06 00:00:00,DASH/USDT,87.50000000,88.50000000,84.40000000,87.70000000,100431.11000000,8695500.96830000,27110
1651708800000,2022-05-05 00:00:00,DASH/USDT,95.90000000,97.60000000,85.20000000,87.40000000,136668.74700000,12459645.11010000,42165
1651622400000,2022-05-04 00:00:00,DASH/USDT,88.20000000,96.00000000,87.80000000,95.80000000,77059.63500000,7034408.30100000,27021
1651536000000,2022-05-03 00:00:00,DASH/USDT,89.20000000,90.80000000,86.40000000,88.20000000,55599.05400000,4944729.46730000,16672
1651449600000,2022-05-02 00:00:00,DASH/USDT,90.00000000,91.00000000,86.40000000,89.30000000,74717.90900000,6642026.33720000,21705
1651363200000,2022-05-01 00:00:00,DASH/USDT,84.70000000,90.60000000,83.80000000,90.00000000,97377.89100000,8489009.73690000,25639
1651276800000,2022-04-30 00:00:00,DASH/USDT,92.10000000,94.50000000,80.60000000,84.70000000,114285.72700000,10188744.48680000,33255
1651190400000,2022-04-29 00:00:00,DASH/USDT,96.40000000,100.00000000,90.50000000,92.00000000,102657.00600000,9764607.49400000,30763
1651104000000,2022-04-28 00:00:00,DASH/USDT,95.50000000,99.90000000,94.70000000,96.50000000,104609.06800000,10117756.98620000,34236
1651017600000,2022-04-27 00:00:00,DASH/USDT,93.10000000,96.30000000,92.30000000,95.50000000,58861.79800000,5580953.96980000,21100
1650931200000,2022-04-26 00:00:00,DASH/USDT,99.40000000,101.30000000,91.50000000,93.10000000,100477.02300000,9741512.83090000,34268
1650844800000,2022-04-25 00:00:00,DASH/USDT,100.00000000,100.10000000,93.20000000,99.40000000,115236.19700000,11128155.30560000,37561
1650758400000,2022-04-24 00:00:00,DASH/USDT,101.80000000,102.50000000,98.80000000,99.90000000,54113.84100000,5457477.31830000,18336
1650672000000,2022-04-23 00:00:00,DASH/USDT,103.70000000,104.50000000,101.10000000,101.90000000,49857.67700000,5140932.39710000,17089
1650585600000,2022-04-22 00:00:00,DASH/USDT,102.10000000,106.00000000,101.30000000,103.70000000,92894.83300000,9636565.41120000,31011
1650499200000,2022-04-21 00:00:00,DASH/USDT,107.00000000,109.90000000,99.80000000,102.10000000,120171.95300000,12766189.62210000,47975
1650412800000,2022-04-20 00:00:00,DASH/USDT,109.60000000,109.70000000,105.20000000,107.00000000,91714.06700000,9865964.85150000,33345
1650326400000,2022-04-19 00:00:00,DASH/USDT,108.80000000,110.70000000,106.00000000,109.60000000,98620.14800000,10685529.84110000,32983
1650240000000,2022-04-18 00:00:00,DASH/USDT,104.30000000,108.90000000,100.80000000,108.70000000,123325.01200000,12903812.20140000,41367
1650153600000,2022-04-17 00:00:00,DASH/USDT,108.30000000,109.80000000,104.10000000,104.40000000,65999.71000000,7120891.84820000,22844
1650067200000,2022-04-16 00:00:00,DASH/USDT,109.20000000,110.40000000,106.60000000,108.30000000,54508.18000000,5914705.30980000,19955
1649980800000,2022-04-15 00:00:00,DASH/USDT,106.20000000,111.30000000,105.80000000,109.30000000,133915.75100000,14550879.79660000,44620
1649894400000,2022-04-14 00:00:00,DASH/USDT,105.20000000,115.30000000,101.50000000,106.20000000,117289.01300000,12391916.48280000,42378
1649808000000,2022-04-13 00:00:00,DASH/USDT,102.40000000,107.20000000,101.10000000,105.20000000,120138.89500000,12541866.83670000,37314
1649721600000,2022-04-12 00:00:00,DASH/USDT,100.70000000,105.40000000,99.50000000,102.40000000,95890.01500000,9804825.79780000,36074
1649635200000,2022-04-11 00:00:00,DASH/USDT,111.10000000,112.30000000,98.70000000,100.80000000,173784.18400000,18201425.83080000,57936
1649548800000,2022-04-10 00:00:00,DASH/USDT,114.80000000,115.70000000,110.30000000,111.10000000,86660.68900000,9766593.29900000,31249
1649462400000,2022-04-09 00:00:00,DASH/USDT,110.80000000,118.00000000,110.50000000,114.70000000,137353.21200000,15691313.76540000,47299
1649376000000,2022-04-08 00:00:00,DASH/USDT,116.80000000,118.10000000,108.50000000,110.90000000,145358.23600000,16475560.37460000,48753
1649289600000,2022-04-07 00:00:00,DASH/USDT,113.60000000,117.80000000,111.00000000,116.90000000,113942.45600000,13040047.54820000,49372
1649203200000,2022-04-06 00:00:00,DASH/USDT,126.90000000,127.10000000,113.20000000,113.60000000,241243.97000000,29047824.95370000,101498
1649116800000,2022-04-05 00:00:00,DASH/USDT,133.20000000,136.50000000,126.40000000,126.90000000,176455.70800000,23215011.93860000,76650
1649030400000,2022-04-04 00:00:00,DASH/USDT,132.70000000,134.50000000,125.60000000,133.20000000,197705.50300000,25913459.37260000,90206
1648944000000,2022-04-03 00:00:00,DASH/USDT,127.40000000,135.00000000,124.50000000,132.60000000,150972.49200000,19726240.74480000,78320
1648857600000,2022-04-02 00:00:00,DASH/USDT,128.00000000,131.50000000,126.40000000,127.40000000,147111.79200000,19003893.72010000,59524
1648771200000,2022-04-01 00:00:00,DASH/USDT,127.10000000,130.70000000,121.10000000,128.00000000,167338.09000000,21129619.50080000,80712
1648684800000,2022-03-31 00:00:00,DASH/USDT,133.10000000,137.20000000,125.30000000,127.20000000,219978.47900000,29013866.62480000,115210
1648598400000,2022-03-30 00:00:00,DASH/USDT,130.30000000,137.00000000,126.20000000,133.00000000,180025.15600000,23836003.02540000,128851
1648512000000,2022-03-29 00:00:00,DASH/USDT,127.60000000,135.90000000,127.10000000,130.30000000,191768.62700000,25133026.47540000,108985
1648425600000,2022-03-28 00:00:00,DASH/USDT,132.90000000,138.20000000,126.00000000,127.60000000,266643.42100000,35571510.39670000,178702
1648339200000,2022-03-27 00:00:00,DASH/USDT,128.10000000,133.30000000,124.80000000,133.00000000,133877.85500000,17216326.11230000,74961
1648252800000,2022-03-26 00:00:00,DASH/USDT,126.10000000,131.90000000,125.30000000,128.20000000,172951.18300000,22261623.02380000,79282
1648166400000,2022-03-25 00:00:00,DASH/USDT,130.00000000,132.50000000,121.80000000,126.20000000,234578.86000000,29903314.32520000,108013
1648080000000,2022-03-24 00:00:00,DASH/USDT,129.70000000,134.00000000,123.20000000,130.00000000,278096.72800000,35761094.81600000,121672
1647993600000,2022-03-23 00:00:00,DASH/USDT,130.80000000,138.80000000,126.40000000,129.70000000,372734.73500000,49090283.25860000,170938
1647907200000,2022-03-22 00:00:00,DASH/USDT,123.70000000,133.00000000,121.40000000,130.70000000,356659.89100000,45669439.89330000,143982
1647820800000,2022-03-21 00:00:00,DASH/USDT,115.60000000,124.10000000,112.30000000,123.70000000,494726.53000000,58786409.45430000,177528
1647734400000,2022-03-20 00:00:00,DASH/USDT,103.00000000,118.20000000,101.20000000,115.70000000,544298.35200000,60741422.63600000,190873
1647648000000,2022-03-19 00:00:00,DASH/USDT,98.70000000,104.70000000,98.70000000,103.00000000,142572.57200000,14453220.17020000,51524
1647561600000,2022-03-18 00:00:00,DASH/USDT,96.40000000,99.60000000,93.10000000,98.80000000,149350.02600000,14355614.70390000,47658
1647475200000,2022-03-17 00:00:00,DASH/USDT,98.30000000,100.60000000,96.10000000,96.40000000,115882.21800000,11355248.47990000,34099
1647388800000,2022-03-16 00:00:00,DASH/USDT,95.20000000,99.90000000,94.40000000,98.40000000,147466.64000000,14248732.28340000,50675
1647302400000,2022-03-15 00:00:00,DASH/USDT,98.20000000,98.50000000,92.90000000,95.20000000,120462.18500000,11521306.18360000,40278
1647216000000,2022-03-14 00:00:00,DASH/USDT,93.70000000,98.90000000,92.20000000,98.10000000,133662.00700000,12697719.41300000,42492
1647129600000,2022-03-13 00:00:00,DASH/USDT,99.00000000,103.00000000,92.00000000,93.70000000,142420.51000000,13915730.38470000,47898
1647043200000,2022-03-12 00:00:00,DASH/USDT,95.00000000,101.20000000,94.90000000,99.10000000,125587.32000000,12255927.61410000,38094
1646956800000,2022-03-11 00:00:00,DASH/USDT,104.60000000,104.70000000,94.80000000,95.10000000,233785.12600000,23465623.96570000,73541
1646870400000,2022-03-10 00:00:00,DASH/USDT,99.70000000,105.50000000,92.90000000,104.60000000,366973.06800000,36703490.40910000,141106
1646784000000,2022-03-09 00:00:00,DASH/USDT,96.40000000,101.90000000,95.50000000,99.80000000,225448.92600000,22349385.75920000,78683
1646697600000,2022-03-08 00:00:00,DASH/USDT,85.80000000,97.50000000,85.40000000,96.40000000,193538.03900000,17505536.69300000,62377
1646611200000,2022-03-07 00:00:00,DASH/USDT,85.70000000,90.60000000,83.50000000,85.90000000,141359.92300000,12249660.07390000,48143
1646524800000,2022-03-06 00:00:00,DASH/USDT,89.60000000,90.70000000,84.90000000,85.60000000,79330.56900000,6929329.12700000,33571
1646438400000,2022-03-05 00:00:00,DASH/USDT,89.50000000,90.40000000,86.70000000,89.60000000,63796.97600000,5673332.54790000,26101
1646352000000,2022-03-04 00:00:00,DASH/USDT,96.70000000,97.10000000,87.80000000,89.50000000,122490.16000000,11421581.17740000,41776
1646265600000,2022-03-03 00:00:00,DASH/USDT,100.90000000,102.90000000,94.80000000,96.80000000,131814.91400000,13047003.10180000,52782
1646179200000,2022-03-02 00:00:00,DASH/USDT,100.00000000,103.70000000,96.70000000,100.80000000,134688.08300000,13446300.88780000,61023
1646092800000,2022-03-01 00:00:00,DASH/USDT,100.40000000,103.00000000,96.50000000,100.10000000,153427.24100000,15316257.50040000,54694
1646006400000,2022-02-28 00:00:00,DASH/USDT,88.20000000,100.60000000,86.60000000,100.50000000,124842.80400000,11574496.12420000,47686
1645920000000,2022-02-27 00:00:00,DASH/USDT,93.70000000,95.50000000,86.20000000,88.20000000,130049.20700000,11838752.88800000,45282
1645833600000,2022-02-26 00:00:00,DASH/USDT,92.70000000,96.20000000,91.60000000,93.70000000,81362.42700000,7613249.49140000,31504
1645747200000,2022-02-25 00:00:00,DASH/USDT,87.80000000,94.10000000,86.10000000,92.70000000,121218.90600000,10862110.33060000,46661
1645660800000,2022-02-24 00:00:00,DASH/USDT,88.20000000,91.10000000,77.00000000,87.80000000,274353.68917000,22661256.07040000,90643
1645574400000,2022-02-23 00:00:00,DASH/USDT,93.70000000,96.30000000,88.10000000,88.20000000,112163.01600000,10418325.43790000,38603
1645488000000,2022-02-22 00:00:00,DASH/USDT,87.00000000,94.00000000,84.30000000,93.60000000,134606.69600000,12006799.27900000,51950
1645401600000,2022-02-21 00:00:00,DASH/USDT,98.10000000,101.50000000,86.30000000,86.90000000,282580.40200000,26752810.29130000,79682
1645315200000,2022-02-20 00:00:00,DASH/USDT,102.50000000,102.60000000,95.00000000,98.10000000,110825.48700000,10829669.81720000,43567
1645228800000,2022-02-19 00:00:00,DASH/USDT,105.30000000,106.70000000,99.80000000,102.40000000,98616.19000000,10166965.65940000,39542
1645142400000,2022-02-18 00:00:00,DASH/USDT,104.70000000,110.60000000,103.50000000,105.30000000,138132.68900000,14760510.10800000,59732
1645056000000,2022-02-17 00:00:00,DASH/USDT,115.40000000,118.80000000,103.20000000,104.70000000,219187.05900000,24618917.75610000,85142
1644969600000,2022-02-16 00:00:00,DASH/USDT,109.30000000,116.20000000,106.10000000,115.40000000,124826.00200000,13785456.20050000,58859
1644883200000,2022-02-15 00:00:00,DASH/USDT,103.80000000,109.90000000,103.60000000,109.30000000,75059.92100000,8066143.08840000,31253
1644796800000,2022-02-14 00:00:00,DASH/USDT,102.00000000,104.80000000,98.60000000,103.80000000,75486.09500000,7678586.82760000,30706
1644710400000,2022-02-13 00:00:00,DASH/USDT,104.00000000,106.30000000,100.70000000,102.00000000,80731.71900000,8350265.08960000,31537
1644624000000,2022-02-12 00:00:00,DASH/USDT,104.10000000,106.70000000,100.00000000,104.10000000,95407.75800000,9846300.37550000,41134
1644537600000,2022-02-11 00:00:00,DASH/USDT,111.70000000,114.60000000,102.70000000,104.10000000,117781.24700000,12952091.66990000,56890
1644451200000,2022-02-10 00:00:00,DASH/USDT,115.00000000,117.50000000,109.70000000,111.60000000,122410.09700000,13931656.31550000,64130
1644364800000,2022-02-09 00:00:00,DASH/USDT,112.80000000,118.30000000,110.20000000,115.00000000,98487.70200000,11298037.01560000,49185
1644278400000,2022-02-08 00:00:00,DASH/USDT,115.80000000,119.50000000,109.40000000,112.80000000,147541.45500000,16750677.82400000,78733
1644192000000,2022-02-07 00:00:00,DASH/USDT,108.70000000,117.10000000,105.90000000,115.80000000,128663.99100000,14455707.23500000,76227
1644105600000,2022-02-06 00:00:00,DASH/USDT,103.50000000,109.00000000,102.40000000,108.60000000,97296.35100000,10292425.43190000,49872
1644019200000,2022-02-05 00:00:00,DASH/USDT,103.00000000,106.60000000,100.90000000,103.60000000,139028.52800000,14469426.42470000,56823
1643932800000,2022-02-04 00:00:00,DASH/USDT,95.10000000,103.20000000,94.30000000,102.90000000,116284.94300000,11514412.27510000,52532
1643846400000,2022-02-03 00:00:00,DASH/USDT,92.80000000,95.30000000,90.20000000,95.00000000,80355.88300000,7459725.62170000,31646
1643760000000,2022-02-02 00:00:00,DASH/USDT,97.20000000,99.50000000,92.00000000,92.90000000,90535.01800000,8702195.71880000,41429
1643673600000,2022-02-01 00:00:00,DASH/USDT,94.20000000,97.50000000,93.80000000,97.30000000,77923.47500000,7451956.00490000,33594
1643587200000,2022-01-31 00:00:00,DASH/USDT,92.70000000,95.00000000,88.20000000,94.10000000,122287.81600000,11156557.58800000,40819
1643500800000,2022-01-30 00:00:00,DASH/USDT,96.50000000,98.20000000,92.00000000,92.80000000,104928.76500000,9999512.96250000,38945
1643414400000,2022-01-29 00:00:00,DASH/USDT,95.40000000,97.90000000,93.30000000,96.50000000,103707.13100000,9930235.44600000,37901
1643328000000,2022-01-28 00:00:00,DASH/USDT,91.60000000,96.10000000,89.70000000,95.50000000,127422.85000000,11844336.80090000,47705
1643241600000,2022-01-27 00:00:00,DASH/USDT,93.00000000,94.20000000,87.20000000,91.70000000,140423.27900000,12771273.59890000,56308
1643155200000,2022-01-26 00:00:00,DASH/USDT,89.50000000,99.20000000,88.40000000,93.00000000,187678.00600000,17442588.54820000,73828
1643068800000,2022-01-25 00:00:00,DASH/USDT,90.50000000,92.50000000,87.90000000,89.40000000,146828.69800000,13226232.82950000,61659
1642982400000,2022-01-24 00:00:00,DASH/USDT,99.40000000,100.30000000,80.50000000,90.50000000,547786.86616000,47742072.80738830,131664
1642896000000,2022-01-23 00:00:00,DASH/USDT,97.00000000,100.90000000,93.00000000,99.60000000,173761.37000000,16889304.14190000,60458
1642809600000,2022-01-22 00:00:00,DASH/USDT,105.70000000,107.70000000,85.20000000,97.00000000,365756.03682000,35014884.95724190,126710
1642723200000,2022-01-21 00:00:00,DASH/USDT,121.10000000,122.30000000,102.50000000,105.70000000,214341.86341000,24362351.29355700,103127
1642636800000,2022-01-20 00:00:00,DASH/USDT,126.70000000,133.70000000,120.60000000,121.20000000,91246.43400000,11720092.62150000,56810
1642550400000,2022-01-19 00:00:00,DASH/USDT,130.50000000,132.10000000,126.10000000,126.70000000,111798.12400000,14444173.82260000,56603
1642464000000,2022-01-18 00:00:00,DASH/USDT,135.70000000,137.00000000,127.30000000,130.60000000,97442.57400000,12761842.82610000,53744
1642377600000,2022-01-17 00:00:00,DASH/USDT,137.40000000,138.30000000,132.70000000,135.80000000,99168.02900000,13439567.57060000,59997
1642291200000,2022-01-16 00:00:00,DASH/USDT,141.50000000,142.80000000,135.90000000,137.40000000,83609.51500000,11607440.59320000,46692
1642204800000,2022-01-15 00:00:00,DASH/USDT,141.10000000,142.50000000,138.60000000,141.50000000,59338.06400000,8350687.60060000,38241
1642118400000,2022-01-14 00:00:00,DASH/USDT,141.40000000,146.90000000,138.90000000,141.10000000,133836.46000000,19131492.55610000,86672
1642032000000,2022-01-13 00:00:00,DASH/USDT,143.60000000,144.80000000,137.20000000,141.40000000,131625.92000000,18614551.16720000,78845
1641945600000,2022-01-12 00:00:00,DASH/USDT,141.70000000,144.70000000,138.40000000,143.60000000,150986.49300000,21429671.45080000,87308
1641859200000,2022-01-11 00:00:00,DASH/USDT,147.90000000,156.20000000,141.00000000,141.70000000,158099.72000000,23499096.54520000,117127
1641772800000,2022-01-10 00:00:00,DASH/USDT,153.10000000,155.00000000,139.90000000,148.00000000,272950.83400000,40069673.10150000,169755
1641686400000,2022-01-09 00:00:00,DASH/USDT,141.90000000,157.80000000,140.50000000,153.10000000,279639.47100000,41021621.44190000,176991
1641600000000,2022-01-08 00:00:00,DASH/USDT,134.60000000,147.00000000,131.60000000,141.90000000,416745.31100000,57612868.57170000,206313
1641513600000,2022-01-07 00:00:00,DASH/USDT,124.30000000,135.00000000,115.40000000,134.50000000,361751.13500000,45887497.50720000,157889
1641427200000,2022-01-06 00:00:00,DASH/USDT,122.60000000,125.40000000,117.80000000,124.30000000,120702.40500000,14663315.28410000,64318
1641340800000,2022-01-05 00:00:00,DASH/USDT,134.70000000,137.00000000,117.00000000,122.60000000,160968.36200000,20746413.27590000,89774
1641254400000,2022-01-04 00:00:00,DASH/USDT,139.20000000,139.90000000,133.40000000,134.70000000,99843.80900000,13643331.95160000,56549
1641168000000,2022-01-03 00:00:00,DASH/USDT,142.00000000,142.90000000,136.20000000,139.10000000,84818.52800000,11876471.81290000,58492
1641081600000,2022-01-02 00:00:00,DASH/USDT,138.20000000,143.20000000,136.30000000,142.00000000,67394.14900000,9438738.42720000,41397
1640995200000,2022-01-01 00:00:00,DASH/USDT,133.70000000,139.40000000,133.60000000,138.10000000,61606.14600000,8406567.14750000,30282
